SMA_3,SMA_7,SMA_30,EMA_3,EMA_7,EMA_30,RSI_7,RSI_14,STD_3,STD_7,STD_30
0.1726219260375874,0.1839826170900587,0.2485867542542834,0.1676424096024402,0.1846700667946404,0.2268883656386344,3.729089133037348,34.85798665968703,0.020235185720431,0.0170331178362234,0.0467784101205549
0.1573632518852629,0.1743571352100554,0.2433465502739946,0.1526269317693841,0.172904231675132,0.2203554000339995,3.494106724171189,28.18347735815064,0.0248020175920401,0.0216070791193508,0.0501077482000851
0.1367051410710343,0.1643539731377949,0.2367165751050315,0.1379255735142753,0.1604832917868402,0.2133087131949378,3.3710774547384545,29.56957756140244,0.0130513917681134,0.0269521969544668,0.0524298156729308
0.1290529386522753,0.155896116874642,0.230287763615567,0.1321243601322581,0.1519427729502026,0.2070483553655164,7.9898857052019,8.53808027281022,0.007572118731416,0.0284481299452926,0.0537757316248697
0.1274988096383259,0.1482819515672943,0.224798041545501,0.1325367135168771,0.1471941451989299,0.2017548812175673,15.105108594617905,13.46356061729307,0.0049678790512887,0.0259976431089516,0.055053998107554
0.1283620903640609,0.1400571774300801,0.2191979667842636,0.1291753854782868,0.1418489533687697,0.1963671432220581,14.304526081692003,16.700562916411485,0.0039805851702713,0.0218103366502729,0.0563213753972035
0.1272616020386037,0.1311747680114043,0.2134634852859767,0.1260985336263933,0.1371420232672069,0.1911967846631108,11.913831162060616,21.01591992798633,0.0051195490903771,0.0096118774712162,0.0570842424962289
0.117723061733855,0.1247538668656947,0.2076702623454674,0.1152159898067701,0.1289397323035893,0.1851098892563517,15.10163664317696,9.265762797454371,0.0116794990408746,0.0104753630053817,0.0590792741923584
0.1048640047044675,0.1175575000668821,0.2017444285558035,0.1012264380791755,0.1185138810176514,0.1782894083604987,13.92760929371498,8.614916110506925,0.0178982964351166,0.0160108910655612,0.0619741681421137
0.0942707185896448,0.1129885869479516,0.1958321136787927,0.0962341307546214,0.1116957980541257,0.1722545248225193,23.0978025906536,12.087547034817476,0.0089416856497614,0.0184949101214582,0.0638084729169282
0.0883734602477564,0.1073198046923295,0.1903186860013437,0.0914379008580891,0.1054322190383227,0.1663475360841984,17.443880416912876,12.37436027925922,0.0025018394931455,0.0197643367939511,0.0658956591583469
0.0898053959508116,0.1014031799150902,0.1849722500534081,0.0914852971594432,0.1019573179870198,0.1612085969549751,15.024854100042605,15.070060974885848,0.0027437234189054,0.0167884023053499,0.0672182772123652
0.0874741917597186,0.095465201831805,0.17948526805098,0.0878667540081199,0.0975300224211232,0.1559442492999936,14.987018913233795,14.59388588656931,0.0037129152779952,0.0138002877242923,0.0685292242913501
0.082587950592748,0.088173954072677,0.173566392436261,0.0799248507343841,0.0911432333584565,0.1502232543363311,12.92441540113252,12.37614976879199,0.0098800551757526,0.0096833901945688,0.0699231554476131
0.0716254285743475,0.0816470514181584,0.1671765045122193,0.0692849890699897,0.0830186874812174,0.1440057823628435,14.013746474198951,14.561586969529529,0.0128052854465607,0.0120777170271595,0.0714084177494203
0.0647496183412092,0.0782733219618371,0.1607740219563188,0.066452884613686,0.0781692019703774,0.1385666050150638,27.008942871784583,19.47166417974364,0.006740183060515,0.0134737605453543,0.0718077333954616
0.0687930364586396,0.0772549474451034,0.1551712397608082,0.0752830432133134,0.0796552039258155,0.1348936278558249,44.7465318954732,34.636897295152096,0.0134988843960896,0.0125692475189153,0.0709811079359814
0.0769090287104418,0.0767337236164522,0.1486309544650645,0.0791380736871579,0.0804896798247576,0.1314030937519971,47.16579895759035,32.710853251410526,0.0115215804859159,0.0121848953169862,0.0681413566861335
0.0774580439167833,0.0729815996615392,0.1424864455326174,0.0722029497317823,0.0766842134391792,0.126967357555326,32.98929931531178,25.191853996609535,0.0105718833903897,0.0108377296894442,0.0670243082131718
0.0708660540500991,0.0701371741409807,0.1338369235745891,0.0682700909723352,0.0735974663845147,0.1227774169359791,35.9479280542851,26.39227539094408,0.0105126357013568,0.0099657043060765,0.0590894835890002
0.0625336730527457,0.0681390332421655,0.126460819687265,0.0631330260706387,0.0696970884239702,0.118453858604273,39.228041538054896,25.692007943078664,0.0039572241471116,0.0108930082914155,0.0538905881211029
0.0616172961416842,0.0686924000475407,0.1207671092829786,0.0628258605569306,0.0679024895071031,0.1147289939660549,53.451882316173,32.51720460634573,0.0032653207496395,0.0104183830120041,0.0511646062599927
0.0609627108237568,0.0685142137763583,0.1162666140362282,0.0625996684080182,0.06652023586486,0.111249731419171,48.783773485467925,37.88769000478778,0.0025703063552097,0.0105296521358497,0.0501198775719281
0.0634831910537108,0.0658633852114817,0.1113820808689359,0.0640785351334111,0.066279527320214,0.1082191426318761,22.68725160694009,37.38683599002194,0.0017977861307308,0.0079735762469945,0.0475325491633377
