market_cap,LTC_price,LTC_market_caps,BTC_price,BTC_market_caps,XRP_price,XRP_market_caps,ETH_price,ETH_market_caps,BTC_total_volumes,ETH_total_volumes,total_volume,LTC_total_volumes,volume,XRP_total_volumes,high
788967892.0273077,55.32681589225079,3209834827.103345,6336.656327108703,109149076720.34018,0.3193222552345032,12622787195.61311,269.2483994291051,27322879481.120026,6759411527.692144,2312267790.5229416,2247798.365488565,393012512.100759,4060186.651909,292955423.1148977,1.4
804577676.3806863,57.31467691123398,3323149718.329312,6521.065718268509,112327439428.7716,0.3274691863814143,12938768345.759274,275.80838507029057,27993194187.78576,6096332849.286637,2099144009.1521385,1958057.216304546,309859021.2903801,4473190.114724,224088236.9447054,1.47
839475395.968269,57.85015609491277,3353849323.456418,6684.379144206679,115177527171.8132,0.3272925827955357,12938386209.036669,281.7346420014112,28606495007.326126,6913767387.863615,2215723321.964948,2055974.19340627,282690004.0031966,2129662.632389,249317627.9381173,1.438
842758545.8505919,57.8920655675577,3357241746.614606,6736.036057516459,116073397012.0424,0.3280223130731555,12964917156.24975,277.96671056981506,28227624888.171623,5280060347.564506,1727946125.1412983,1272237.3480814267,259039455.1747681,2480172.676333,174724569.27970305,1.456
807266381.4233496,56.96336838677555,3305783335.6130133,6728.2880026290095,115406552890.99016,0.3235891401594173,12757017922.36542,273.50341418810274,27764964383.52451,5215045899.16829,1905358200.9155493,563624.8556573621,266165600.6303557,2911043.077898,174306308.69864276,1.555
851546374.1859796,60.67650710315033,3518097085.6365786,6911.096028949572,118546009735.9248,0.3383181301154409,13393344196.130842,286.9611037603499,29048911774.353527,5444349729.346103,2157563439.765662,1740270.3425466963,305858621.8814782,3129104.132638,236770852.89093497,1.511
865027396.2410809,63.36461190948327,3681209246.318317,7075.9834051051,121992306938.18848,0.3523978936343251,13977910759.286558,296.29612763685776,30108250592.80309,6246602891.545194,2548394710.003952,2121932.354418986,366077804.9883035,2895185.968763,340767467.29203665,1.442
843037932.6257639,61.68645768582151,3580695151.965171,7046.748947280631,121479639297.29665,0.3446605325145104,13658735245.760157,288.5053605724647,29316888089.791355,5976493148.705724,2536785879.3731794,1763894.4754730226,425489008.28136384,3719434.007583,284340626.20150805,1.422
827612057.9464701,60.18044433095889,3494931281.348195,7024.14510718162,121103237785.70248,0.3355618574670329,13305408387.628395,285.1028726269231,28983027590.772324,6587864491.268964,2491159403.542024,1836286.3033520484,394265672.4113039,11332056.132457,268653221.49236953,1.507
848516260.8175137,62.05226226060779,3604908419.773932,7027.631279401852,121186316787.30235,0.3355195032083544,13304200788.849567,282.22317870221497,28697700432.17104,5959884320.762271,2200676475.661476,1756488.8609470464,326662792.487012,8094609.929489,227827316.7319334,1.528
867629607.0521585,66.46681114325837,3862335675.22665,7211.270767868822,124380655386.09409,0.3479828179992207,13793452838.62913,295.6461617616964,30072245775.768417,6257915213.839819,2591135538.181024,1889399.142500492,456529324.1955539,2591076.109944,267450670.5538395,1.469
863434520.2387853,66.2084804651583,3845964543.078267,7305.272801003753,125994361368.72597,0.3426540639875984,13586107297.704435,294.5856884801363,29960438166.83158,6640164154.549976,2297225428.9853034,1623619.584178314,335734303.2544563,4523457.783613,255056352.7135004,1.447
855053895.8019005,65.37599692662027,3800492828.784784,7260.897516647864,125200923805.39091,0.3357545478069385,13310757132.365768,288.8528256377072,29383711204.5634,4511643009.568316,2057722570.645861,2413874.4977043425,480483160.6331554,2605855.743713,341896700.2962835,1.427
864576344.2941306,67.65593730109187,3934181228.085732,7359.462992923027,126949626755.787,0.3308121774807694,13116772261.20795,285.4857566471215,29050036562.78228,5344233220.454348,2979570499.016402,2015615.9612160225,551165657.9389758,9301302.711202,468808206.8583943,1.283
792012587.4129976,59.01983513695286,3436759962.061886,6764.926773778225,116602093876.15263,0.2814681761478718,11277920397.115484,232.59576871683151,23699297868.898872,7036065651.078336,4099897499.876869,3185088.6062207944,568766932.906168,4391124.624885,394545978.7502645,1.309
751780425.3934948,57.41658645072138,3336637146.74867,6498.279612609656,112034863191.16696,0.3014893519633588,11949917779.488306,229.37495804862965,23333059272.415604,6558109770.577363,2701061396.205367,2117196.8447359577,455864162.20600784,2990519.811211,421848840.5829816,1.224
740583236.8131801,55.75700636682927,3247922953.9829407,6397.81887024023,110396118506.89438,0.2893650523023391,11472459908.440998,215.4322374518873,21937448595.359604,4422971841.981781,2789431368.228549,1908551.462615131,419430673.077625,2159527.804848,300432868.0842056,1.168
694878467.4241599,53.02124421259357,3085636423.189228,6181.19445075213,106668555553.51492,0.2745819954620263,10886581606.789198,196.8653868522827,20053781147.975983,3851077568.004001,2540332938.5796466,2138157.6551030013,446317628.4410492,2535243.341885,298131545.27168393,1.207
722687076.9719182,54.78760162031557,3198852903.6624904,6260.764806062476,108219061918.52274,0.2774980801404045,11000686585.72234,195.87733831990167,19952064720.055923,4174629547.594032,3175761389.4267607,1954088.860972878,437805400.509158,6410067.793126,278611709.4954461,1.529
853346340.1350605,54.30349828358563,3158663316.796336,6308.135474616629,108846231385.41852,0.2688117095167822,10596352112.37574,196.3615326706261,19995395751.49905,4504626593.565221,2491788678.425953,3371023.721665985,431900981.6252704,8727463.382722,302129589.07956,1.389
784795585.2305363,51.73932424571115,3012955036.255039,6278.917069628559,108449181464.89592,0.2638363935166032,10479436626.168451,184.0822318270412,18758112117.52692,5001529025.0324745,2596452765.8883944,2716544.953471961,463092569.7882643,2448321.781525,311759794.9838595,1.323
755546117.4970286,51.78280103815827,3017268877.463585,6330.574238022664,109298582014.2178,0.2701511072710033,10728419561.688984,182.94557625329008,18646346738.68822,5026516732.831187,2604494814.9428654,1931460.747338888,483936824.35885465,1526609.589749,342327516.730922,1.44
810755632.4337286,54.57076762681925,3182387144.515847,6486.461630393616,112124461661.13242,0.2808159332926521,11159313709.477243,211.826727486526,21593950253.338764,4987196751.843109,3501498582.941184,1951285.4804811457,548966683.3652854,4866316.895707,363840606.5867251,1.632
952971079.1103916,56.62711647707097,3304582556.780981,6500.01225461663,112334356298.05247,0.2768805465013173,11041033721.071878,211.3835617204549,21564238470.858032,5350596522.1363,3131560545.2123165,5522730.207810808,495097526.5258177,6043248.197548,326677786.44595754,2.012
991734052.0151216,56.70904368337579,3306593261.518924,6530.221146234664,112796085614.54744,0.2818839176665852,11216254780.528734,223.05308230390327,22752839429.228737,4295951323.506035,2852106466.474597,4815825.160713211,455006563.227588,3511143.358505,250387720.5128761,1.701
1017409962.8926136,56.82796365233116,3314347848.2965856,6506.248493217292,112373562206.64604,0.281203839773834,11194463090.429111,220.1415794346937,22455303413.059746,4715407407.262404,2369163812.379939,2691630.749399841,431205701.569357,18857560.648857,241091500.85941184,1.613
907054394.2760302,52.24179094005507,3047433607.0943413,6250.121727322729,107960190646.4486,0.2713479055110803,10795790569.815594,196.5766097002653,20051344766.00986,4600931272.400568,2973745225.343125,4803009.161136536,483309754.8404464,11290258.478793,285533927.5424672,1.665
930621008.5964262,54.21421559464914,3164886868.3946176,6347.069255451608,109629673484.58704,0.3219501745339853,12819035863.049356,210.15069647518163,21444053203.54171,4472798160.224327,2669510295.51598,2578631.198512166,482645992.8679398,6077557.002612,674858731.0026356,1.602
931633046.62033,54.194748025225294,3163067326.664557,6383.753841158382,110292032124.89343,0.3260046139961996,12977940207.449564,209.1425267776257,21345953864.748203,5380977505.120019,2532964971.008765,2427931.3456965564,460461036.9511567,11982759.096356,525069885.21176994,1.799
1036968658.1735408,56.53424637987206,3300458353.835351,6491.885242276883,112172960507.04016,0.449615904974841,17898790632.300175,224.38097767293752,22905841034.88813,5059042419.562756,2506415802.825286,3378640.0862994394,541204625.3872678,6955650.343778,1394001878.255684,1.989
1016116555.6795772,60.81121246596782,3551062014.306112,6753.8344721403255,116710823191.41154,0.5654185509177353,22508786167.298504,247.41001789452824,25265891712.53375,5931455399.756281,3224898332.902585,4142353.3522508033,534295541.131496,3892411.738779,4307403389.008946,1.759
1017402512.0199395,60.83230423824449,3552991338.2620926,6747.032172960024,116607568773.97198,0.573448623200497,22828455869.729145,241.8437317592413,24698456681.437977,5159534298.571353,2253360127.7800627,1844517.4820035195,437629621.7428903,4634509.750075,2492897027.684864,1.815
1038753828.2769072,61.57470620174388,3602263933.428002,6711.029451815934,116001860055.71248,0.572512681200384,22800880961.213734,244.7847954629194,25008142946.45999,4322794079.140574,2228170858.276381,1769883.0165620146,517589598.7445521,5056125.615806,1064007679.1837506,1.702
993458945.9385936,57.97125569760776,3388179639.487472,6596.187313045577,114024650850.04752,0.4944318777867952,19718230715.169502,228.3409115090745,23326983438.531864,4626497701.607775,2153893196.3090963,2075617.1627443824,517127127.8019551,2760683.046354,1013020980.962001,1.653
925424178.217254,57.76468074036215,3376586879.3101344,6441.311544542553,111360852966.35107,0.5281232616151041,21056753595.73888,219.50434375691933,22430430093.88841,4580781824.213022,4690848657.831447,1534963.197609314,535049758.6129855,4254424.806848,1723375409.182053,1.633
894800169.7073942,57.337685316849175,3355082130.272849,6462.795635292239,111760801180.66,0.5149985655194846,20581970432.18768,214.9793802543281,21996083267.123955,3788299697.410916,2266901693.2743306,1307209.7831096288,404545784.35771096,3815969.086481,1639250152.1956763,1.727
878201850.9273295,63.30999919595229,3702839748.074512,6704.704245729721,115905890382.87776,0.5423211153226617,21627253103.296227,229.2219592602552,23427304227.532307,4690261094.515134,2324850663.3816543,1764855.4326860148,677225362.0317731,5825718.85123,859572804.3009448,1.605
882165931.5823212,61.98121172378998,3626278444.9249554,6634.765964572905,114768551691.0015,0.5401109786282969,21542536789.536087,222.229239761749,22728786275.759216,3140320712.260097,1941656837.4249225,1815371.583851255,565375463.3865273,3651950.021897,738590479.0948968,1.659
899627286.1962421,61.58886905716184,3603527223.169765,6606.073795422076,114265552573.72394,0.5716408695349071,22791840106.113216,231.7358732982885,23704835590.94445,2294291064.4914503,2157048771.902401,1097202.361181329,436432030.6795655,3539427.48176,1081239677.1286824,1.602
884504919.7394125,61.19997260259926,3581759149.075892,6626.037956098487,114617564007.79602,0.5816127502591653,23189480865.26736,232.78138524562493,23810956054.875587,1908960742.721659,1696510081.8875268,1618583.0606363576,516221192.1645128,5584418.116872,1308391504.2404635,1.545
819097322.4071227,60.38502542246787,3539297139.147877,6598.841259755177,114225251470.51224,0.5773829319341285,23123938642.88499,231.1436846227436,23660128684.62694,1893760872.901848,1380169412.0950716,1210632.2639621214,520776756.7692571,7380451.070698,1397493860.1884134,1.546
829722090.5888232,59.61992822783181,3489986459.150772,6524.60769791521,112814709079.4464,0.5166624976780154,20634734487.43324,225.7948538293448,23102075847.08329,2035903501.1612608,1289588248.9376829,1599960.7694705315,489810107.2464159,5932523.687623,700808852.0455769,1.465
831655582.8526554,57.55550598751382,3370866267.523722,6499.262379115219,112545036630.82414,0.528511843960709,21124163661.19484,220.47446029228064,22578266460.225845,2247969611.197428,1484341832.036688,1477193.6413995714,552562394.6879385,11488992.689238,828787430.3071119,1.467
825185629.6324507,58.3177618866557,3416286689.7320404,6578.701809284849,113846158429.54834,0.527541728201008,21067595467.36635,222.19584779064576,22746296668.385403,2059404665.1894453,1299403541.2219515,1400779.3101214203,446373730.2900429,1831215.197838,596664917.2537743,1.511
804287100.3665521,58.86675542194945,3448908003.345281,6621.189363919919,114567814410.76248,0.5197527810802645,20752173732.476128,228.0360702489392,23346587563.266563,1840911129.5584168,1343329878.055222,553372.032726361,455632863.3463459,4321453.1768,582795301.1392149,1.461
813752074.3335983,57.94556305989174,3395757247.5091057,6589.124681678888,114021329402.35275,0.4886787856592851,19516196478.88808,225.0688073176705,23047878586.785908,1464404365.51708,1289880374.6702132,851647.1618528388,452266028.6427306,3715125.796589,710572866.3788797,1.439
795615181.0986313,58.290063880186906,3417527991.889804,6584.832153052514,113962679824.78197,0.4830676900010518,19291506495.61421,225.65834864130284,23108155611.30217,1499424737.458561,1219257804.378523,363920.7234739828,520505167.8555957,3011826.62212,559788282.9429944,1.512
819074373.8491198,59.5897158305285,3494410645.6550217,6653.089450830426,115167647222.33852,0.4911823601582122,19615382264.346497,229.52461502629828,23515310563.890263,2081626437.463169,1307100279.20145,1056619.8105316546,461139351.4412546,3114731.553571,571441759.6639591,1.597
851829698.3281083,58.84129805158942,3450552127.693417,6633.745729917172,114837789505.01476,0.480255630265831,19168497764.885136,227.9689077917784,23360773268.500908,1741398466.9025888,1144035692.1601665,1284168.6714518813,420076506.79911256,6623707.209213,434700458.3617306,1.576
833868513.6878495,58.0262045876783,3402531028.129112,6582.455082387102,113987017102.36555,0.4631301956076673,18518925200.84392,225.66201617746165,23136932206.46423,2070407901.701105,1221609498.330973,1276731.0928922514,445664918.5544005,6276557.982984,419667835.81864566,1.377
787360341.7111198,51.30214861379764,3015319111.467792,6234.367641454442,108155761830.83028,0.3827658983132607,15322354788.049215,192.0010841477226,19696329362.92281,3581191342.767335,1985897938.5728967,1588167.6991532668,541788697.0234387,17113396.502533,919679024.4076544,1.444
766138588.3685938,53.73520928870977,3154359853.0394826,6285.592982799844,108845285496.56728,0.4212785842572524,16856988701.192656,197.0680159474161,20205253420.305264,2295615181.287238,1432531941.2853491,1026598.0562615813,414080831.9821126,2773689.038666,974718176.8852942,1.308
765859857.3545645,53.93122557989772,3166305906.212773,6314.883384422573,109372673141.74013,0.4221324275877779,16883106434.543224,201.05349968429928,20618468437.571827,1851879464.8516304,1075912682.4856188,533027.7024072428,367390074.1409594,2519761.170164,420676075.2775871,1.298
749468713.0966935,52.48165901736143,3084900020.9541044,6328.554760034424,109624316973.412,0.4052294499258164,16207792649.503016,196.3186984116144,20154043106.326366,1847113723.735372,1120326805.1559036,683843.9916233075,383861468.4201581,7045383.556518,339593825.34062314,1.418
842844437.5802671,55.67753950894572,3265591077.268181,6659.87550840943,115236573309.55289,0.4530258992981852,18121375435.2466,212.2030694387269,21758441436.75235,6217858944.018429,3003242429.5916,3767489.522235832,791981791.004,12631719.902177,1229625623.4448094,1.582
899170405.8128846,54.94816672560304,3228179679.319973,6635.125667516839,114960968517.5375,0.4758105181012796,19021766473.118164,212.4442865474299,21797843239.52381,2746546151.250113,1278234751.758753,5157431.414635136,437782992.1463656,6955164.07725,696224404.0064733,1.46
867578428.0105522,54.76610986018824,3218216366.655765,6635.741832487943,114953321633.4926,0.4758981496045672,19035355587.47732,211.08269302502703,21665771379.758472,2820354466.330306,1230898825.0612144,3031531.4117007945,499764812.19673306,4739841.138821,711807146.9203615,1.413
1033686699.1590676,52.83990687227903,3105588734.8380256,6517.511087710534,112970698851.37468,0.4614499882396756,18456907922.110493,204.31304892929973,20978898040.00994,2625598930.5728407,1267340948.4957962,2579580.849073446,615535180.0633364,4610056.297083,637016687.1544831,1.362
1016440389.4659055,53.41453401828318,3139974322.0681314,6483.827769471798,112394945004.92676,0.4576720667643117,18303290653.94065,203.97626253061992,20944981899.996338,2652532021.929972,1230724742.584046,2131153.319578632,530493040.7867917,2976045.56139,444255149.0777193,1.428
1033413029.8565964,53.92745423008259,3170685265.6135063,6532.678750383806,113214078424.96126,0.4642060792832186,18562875454.12837,206.8820986623052,21245961049.679523,2387105749.143392,1154390188.6976511,1392382.0360951812,542218818.4700993,4979865.990319,426405354.3062249,1.353
1045476278.6307068,53.24742288113036,3133944110.2441483,6529.670021370842,113208108538.70483,0.4608295736733428,18434111772.68104,206.3098267959104,21194118735.35679,2127987152.586655,1070945888.3231828,1260703.946092322,550958694.8414856,7181167.386726,446592474.0009685,1.416
1099412180.051941,52.70468585668032,3101800944.040722,6512.589059298922,112905904007.05743,0.4567760577976926,18269961761.09505,205.0377549087644,21065455939.758324,2655159954.716826,1242296100.6213374,2593058.967079835,500471051.3151233,6866696.82818,317539422.8461864,1.425
1067514651.2192438,52.713733422147214,3102443154.122801,6472.799660641591,112227883463.22098,0.46395378100162,18555820663.916576,204.08394558056767,20971271070.99276,2784381146.568883,1232758658.0737,2495540.094537522,530751962.7410253,4580612.965647,646754243.9847931,1.364
1044454804.1942848,52.53136810013208,3092383230.7800646,6481.443589558082,112363064964.16647,0.4587977543508875,18351057348.47972,203.52219877380867,20915202600.82412,2607022301.561287,1220612744.1480913,1806482.6339804744,487208379.9656199,1788291.118806,520379443.1120626,1.348
1041582999.040874,52.28584394800064,3079362497.6401024,6458.191521836801,112010056845.2184,0.4604520388780604,18513396467.5264,202.35302275695463,20806627800.42047,2618534041.346836,1165395713.6574717,1721531.239239143,571307173.5822799,3747197.296432,445181041.13247615,1.363
1047450439.746597,52.21902611068149,3075470092.805141,6468.826424965618,112200801079.02805,0.461604975148876,18560429762.780533,203.384968565264,20912618603.71542,2698016930.8820057,1294283606.8483193,2041527.286532516,594834991.7933757,1100282.903333,396254310.2027455,1.346
1039923191.5799544,51.9181403976021,3058454834.7808814,6457.058635186671,111998326691.92026,0.4574333612228476,18386651634.08071,203.18739632422128,20895701368.92201,2383295890.5582404,1055337328.7702934,1015157.861479232,562394894.7170548,2186234.369716,289043924.6332402,1.343
1040629537.9767648,51.92427253450816,3058894149.9227867,6481.323141667608,112422008134.01062,0.4630584288887279,18621107767.1057,204.7223407022085,21050011679.152504,2065446088.788402,1039726472.1950812,801779.6561169882,502346940.144167,8616270.343938,334957518.39887416,1.301
993862218.1401511,48.83848139041733,2878069798.15499,6292.6479239344,109167179052.3813,0.4409138101691969,17730905670.74596,195.7514045211852,20141044164.60023,3631795693.013341,1525796041.9084504,2340692.8397930646,688230920.9360005,4361822.086019,480694704.68585455,1.315
998816780.0941244,49.16100683161013,2898278666.318188,6331.781807909807,109890575608.1054,0.4467203284305336,17992858602.574776,197.44844958499,20319037427.37076,1962209613.9889967,977416380.693578,1803367.612486468,523601286.43040526,2838031.554446,227040091.1811328,1.326
1003821284.5285132,49.85599624524341,2938794339.8837705,6366.720109554257,110487418903.24472,0.4536180307581987,18235384769.58028,198.6390488336609,20443374890.78836,2042670545.032488,1270047763.0015414,2095801.390047304,492670260.4139956,1982687.535483,302071251.8051166,1.316
1012721961.7407148,50.393596454481255,2977263358.074986,6379.972972168429,110896563654.92197,0.4580677016478053,18407702949.31377,199.1226070207313,20504797883.62648,2922702484.006447,1320296639.6714208,2313560.156647783,601590416.7525249,2473107.710147,382968051.2277834,1.341
1017423624.4796458,51.73503650248577,3052262866.102281,6425.4415830402095,111528929052.5205,0.4617176664844913,18563394440.707493,202.2827571666621,20827898393.480133,2675454291.399585,1261558842.1750631,2321192.7958704173,518696063.19046414,3034653.965088,493211574.1821052,1.301
1020494479.5588005,51.03496098033396,3011541485.171556,6388.1897883073725,110888814023.684,0.4571338425602254,18374670192.030453,200.1362277625588,20607885132.10309,2582446886.6230755,1031402141.4720232,1256251.354116301,527673584.412397,2466729.283381,420589523.1516317,1.364
1011127733.048422,53.32737077033311,3148050343.150876,6351.061941056285,110241536216.1873,0.4599443409416803,18464055437.74131,206.8144295995958,21305283379.90364,3198297931.7470818,1796786475.6827538,1614511.5209765634,699865994.5231559,4698326.5675,618149344.708048,1.35
1012870616.7634032,53.40720748184259,3153117368.265951,6415.443408541094,111383003826.06792,0.4966712899483856,19968924485.02773,209.1088766197872,21542826214.06233,3213571991.0860043,1497004600.6516602,3643163.226375877,711935200.7676383,2459343.109841,924082201.4435482,1.386
1030016405.48443,55.82876120478928,3292239428.0334134,6474.847290336688,112347500910.42683,0.5499785392991835,22052163757.53378,219.16088708430863,22564364808.51298,3408876943.856672,1767914756.9357538,3103873.0329581653,625827602.3819408,4484335.499408,1853044742.6153755,1.335
1032716257.335528,54.24926810939986,3201707834.990655,6574.801180290013,113943582818.14384,0.5391213228385459,21647736307.29972,219.0157747507676,22526589761.074043,3120683820.785003,1482170343.362153,3038564.185469636,650212823.7607245,4909962.758339,895312330.87796,1.305
1025168610.5751604,52.67812212467948,3117528281.362808,6490.454730761757,112723294658.02625,0.4966514794345185,19989669414.53849,213.40763439234544,22014228200.633472,2402484611.464685,1330922735.7940972,2952165.2526011984,624625160.022215,3673209.461214,898074715.9610361,1.279
1005269907.023168,52.18620849086484,3085979790.849838,6413.78203857173,111440702127.79549,0.5025685527333951,20201320299.59929,210.7906195975225,21743426340.7329,2707057000.4786224,1088745373.4360032,2731323.4919479694,690263232.7215909,2030095.519648,671999305.7276108,1.288
1012020456.0488136,52.37586695803392,3087234151.381838,6429.898792074219,111308110603.00996,0.5080529756541826,20364615755.76308,212.9658278769949,21899054776.88674,1672332107.6089764,1068409319.3349148,2212162.6141813537,734606783.5276831,3539943.099014,438844393.5590643,1.285
1025350554.2822804,51.62525327988677,3051982402.830408,6434.2845969255495,111773252086.90736,0.5087858598057983,20455994329.648937,212.4733247441558,21915333222.812687,2943678893.5684266,1300514887.794881,2173309.1124873348,524685649.1654469,4783769.18138,514239181.1947767,1.28
985367143.6763564,50.9523619029826,3012908091.767149,6411.353436205148,111385885801.71518,0.520972684941486,20945971834.06937,211.656909248752,21835416808.274967,2651674690.982871,1282532597.6221092,3231247.899739381,509584527.1967394,3903942.439958,857397372.1645775,1.263
978131155.4208264,50.05774061981147,2961011453.4554763,6394.289276264062,111126759494.65369,0.5133516434128776,20634554378.108093,208.58229647385883,21526572966.38387,2890964719.217386,1395382434.391138,2508258.241101365,503989638.8646385,10710873.213413,764601053.464545,1.217
876729085.2003262,44.16088392534081,2612621403.475242,5788.612494046974,100585460320.22012,0.4773340778627614,19223078147.53688,184.0225593724656,18991988237.013927,5690409836.804629,2658768934.172415,3787589.577209006,795302063.3085126,6533901.707894,1739603421.6553605,1.157
865260769.6538826,44.35749399825322,2624848637.5025663,5686.541131058274,98829079080.7242,0.4866140881888564,19596800393.614944,182.448242594831,18833157524.20937,4981978552.514329,2461869578.310328,3286644.848468818,767632286.3736614,2500737.845491,1304087630.0706875,1.115
865346001.1714342,42.56261053238815,2514782747.0467005,5609.956182334204,97344067023.98212,0.474831218166777,19122283610.21063,176.02240566453227,18173414086.234,3236633357.0467114,1724796640.6795118,2547758.936609715,494301831.6963153,7449918.530172,695872789.5182846,1.098
855739141.5592779,42.20476584865937,2499180225.173589,5599.191595689304,97299989131.4034,0.495510036622496,19927766078.410328,175.6674163561008,18140877471.66501,2525819291.4931545,1412767953.2110136,1654106.5290330865,422802189.58850485,2785553.08256,740803249.7613866,1.048
