delegated,minted,activated,active_staking,staking,liquid,circulating,active_delegated,delegated,total,frozen,inactive_staking,inactive_delegated
535099338.586195,104484225.964476,730615117.046713,680405628.094713,684782970.730996,781258243.747346,834737114.310015,532328573.103332,535099338.586195,868440595.276002,53478870.562669,4377342.636283,2770765.482863
535228708.311443,104594092.8808,730616355.038138,680649605.794926,684884317.560099,777682570.44804,834847962.035764,532524986.071225,535228708.311443,868550205.010326,57165391.587724,4234711.765173,2703722.240218
535087159.039393,104706765.276475,730636398.125908,680458339.226014,684659838.488236,774067711.375679,834980414.699709,532379853.579532,535087159.039393,868662614.586501,60912703.32403,4201499.262222,2707305.459861
534348785.618204,104818953.901297,730646118.361138,679785048.363845,683952066.427077,781097576.937652,835101905.783324,531660897.269866,534348785.618204,868774385.434886,54004328.845672,4167018.063232,2687888.348338
533952644.44747,104932285.692879,730713123.659986,679295010.989602,683404622.004109,777518931.743817,835281868.890504,531322827.554682,533952644.44747,868887343.243218,57762937.146687,4109611.014507,2629816.892788
533332235.212076,105046241.526159,730725719.624061,678698807.495306,682790335.662472,773872560.933374,835408097.367359,530711842.032093,533332235.212076,869000975.755998,61535536.433985,4091528.167166,2620393.179983
534120962.279849,105157880.546784,730746420.579078,679658547.028719,683838907.614108,780951694.129496,835540144.737501,531531121.595864,534120962.279849,869112322.171123,54588450.608005,4180360.585389,2589840.683985
533926516.424379,105270978.692471,730752989.909128,679463844.485569,683641945.853782,777313272.155015,835659516.197988,531336882.434555,533926516.424379,869225124.30156,58346244.042973,4178101.368213,2589633.989824
534125224.389267,105384838.83823,730775806.632548,679901539.832884,684063472.1633,773677745.172545,835795912.956917,531551759.43724,534125224.389267,869338704.337069,62118167.784372,4161932.330416,2573464.952027
534064789.707981,105495787.837998,730781839.028767,680475609.807271,684229361.164678,780782718.867949,835912641.218904,531882468.137108,534064789.707981,869449400.202837,55129922.350955,3753751.357407,2182321.570873
534147035.366423,105606500.962748,730801069.459942,680352276.386201,684235956.975105,777210902.218039,836042350.109329,531965969.227228,534147035.366423,869559878.662087,58831447.89129,3883680.588904,2181066.139195
534086376.673102,105718572.504246,730810982.777367,680218776.115603,683966488.614193,773600590.73917,836164052.456752,531905310.640464,534086376.673102,869671667.692085,62563461.717582,3747712.49859,2181066.032638
534009045.790855,105829216.545648,730816450.605998,680409766.302415,684116556.822655,780713044.61504,836279828.715035,531827979.424428,534009045.790855,869781976.121737,55566784.099995,3706790.52024,2181066.366427
536870840.970005,105943038.858095,730819562.168998,683195597.595023,686893512.25683,777060593.307942,836396417.650982,534691664.3425,536870840.970005,869895453.494684,59335824.34304,3697914.661807,2179176.627505
536427522.767381,106055759.045448,730872350.193636,682822517.374844,686508330.468976,773477967.923272,836561605.219723,534249463.851718,536427522.767381,870007853.038787,63083637.296451,3685813.094132,2178058.915663
536368238.144549,106168021.816133,730891417.789984,682992807.361827,686640146.652361,780609194.552416,836692580.523506,534205258.864144,536368238.144549,870119760.746222,56083385.97109,3647339.290534,2162979.280405
537286966.279965,106281611.441027,730902515.885551,683865791.723695,687472884.927957,776966263.148432,836816958.745967,535126305.633036,537286966.279965,870233040.873116,59850695.597535,3607093.204262,2160660.646929
539728108.226879,106395882.274307,730983761.681558,684136380.24139,687744567.613851,773379824.463638,837012039.719254,537567663.768692,539728108.226879,870346876.050396,63632215.255616,3608187.372461,2160444.458187
539279129.561317,106508349.753314,730985053.853153,683779192.409999,687369260.838142,780455680.130633,837125390.406356,537127407.300772,539279129.561317,870458934.565903,56669710.275723,3590068.428143,2151722.260545
539090679.455463,106620899.419802,730990823.629208,683492542.995212,687077007.182718,776827771.534407,837243346.370149,536940506.629413,539090679.455463,870571120.753641,60415574.835742,3584464.187506,2150172.82605
538950624.451151,106732336.044528,731035529.326372,683342426.203423,686926814.675312,773260084.258753,837399162.309789,536800458.979694,538950624.451151,870682230.996117,64139078.051036,3584388.471889,2150165.471457
539114305.109423,106843517.544296,731042418.120676,683687503.32502,687261066.561759,780401764.323209,837516813.406361,536965618.725488,539114305.109423,870792993.298385,57115049.083152,3573563.236739,2148686.383935
539119053.84992,106957765.71092,731043081.243345,683176735.112746,686720542.255574,776736474.799549,837551391.279862,536996123.260206,539119053.84992,870826908.049217,60814916.480313,3543807.142828,2122930.589714
539200679.298824,107065856.273025,731081252.03694,683341703.433223,687031341.423689,783988361.922287,837691519.842599,537080135.523847,539200679.298824,870928865.818359,53703157.920312,3689637.990466,2120543.774977
538395595.414586,107179217.043774,731092601.194208,682338974.131637,686051302.136166,780353238.739454,837815816.515616,536277076.210436,538395595.414586,871041813.334108,57462577.776162,3712328.004529,2118519.20415
538178307.28024,107292582.585336,731174935.84542,682262083.55941,685899809.523268,776787087.927311,838011014.72414,536075399.713617,538178307.28024,871154676.89142,61223926.796829,3637725.963858,2102907.566623
538109924.675732,107405522.314391,731199622.615392,682363238.147165,686011857.279782,783842168.75588,838148083.377417,535996886.18268,538109924.675732,871267058.774725,54305914.621537,3648619.132617,2113038.493052
537389167.76635,107516009.20993,731206271.695916,681370615.182927,684970194.24469,780259095.818596,838264678.41223,535287138.726523,537389167.76635,871377004.729014,58005582.593634,3599579.061763,2102029.039827
537594292.129316,107628873.834824,731339063.255659,681722785.266094,685328440.545723,776756171.008302,838509902.026367,535494240.414789,537594292.129316,871489436.783408,61753731.018065,3605655.279629,2100051.714527
538090209.262106,107740692.938859,731367895.406193,682381717.81817,685963158.207781,783891736.540378,838650035.919937,536020104.343917,538090209.262106,871600738.526444,54758299.379559,3581440.389611,2070104.918189
538555748.84337,107854040.751274,731373477.490837,682839819.48853,686309546.515084,780250885.319578,838768279.055496,536490027.141382,538555748.84337,871713399.577359,58517393.735918,3469727.026554,2065721.701988
536832388.206419,107963518.813453,731388311.791765,681063600.878435,684498391.049726,776699834.253442,838891563.381603,534791403.119869,536832388.206419,871821849.602538,62191729.128161,3434790.171291,2040985.08655
538785819.302353,108070133.79206,731548133.016424,683131500.480301,686602890.467422,784103683.177473,839157028.576225,536749317.606432,538785819.302353,871927493.572501,55053345.398752,3471389.987121,2036501.695921
539654441.695096,108182045.66687,731655139.16848,683740691.86651,687187854.888355,780592280.141609,839374929.473341,537617953.758927,539654441.695096,872038388.317561,58782649.331732,3447163.021845,2036487.936169
540102530.37512,108293726.50003,731705850.5344,684253731.645725,687702502.534364,777032753.223672,839536199.523921,538066103.097191,540102530.37512,872148947.002221,62503446.300249,3448770.888639,2036427.277929
540205202.249009,108404543.458132,731719244.735232,684445548.178392,688001346.418318,784177383.214585,839659753.831105,538130093.877511,540205202.249009,872259107.108573,55482370.61652,3555798.239926,2075108.371498
540620372.103781,108516995.41633,731813622.122557,684848674.040016,688395606.492262,780644140.609353,839865974.230878,538545950.123565,540620372.103781,872370950.121021,59221833.621525,3546932.452246,2074421.980216
540813815.073559,108627811.749458,731847937.415641,685078421.299013,688624587.68334,777087646.407829,840010444.57034,538740159.161262,540813815.073559,872481105.167399,62922798.162511,3546166.384327,2073655.912297
541739195.95276,108738331.040886,732573439.683131,686317358.122752,689761321.030785,784820300.191744,840845477.860758,539662730.008768,541739195.95276,872590636.190327,56025177.669014,3443962.908033,2076465.943992
541816173.975378,108851728.644989,732608637.165947,686066861.838363,689498743.558806,781208945.851535,840993231.896427,539740499.261485,541816173.975378,872703192.74318,59784286.044892,3431881.720443,2075674.713893
543385750.442702,108962999.228105,732625442.976776,687364210.875443,690785603.512302,777620780.471573,841119635.130872,541316925.121922,543385750.442702,872812790.166796,63498854.659299,3421392.636859,2068825.32078
540301010.599008,109074858.311301,732682426.705964,684172340.861874,687637533.181307,784810385.070867,841287617.758006,538210123.401294,540301010.599008,872923789.064742,56477232.687139,3465192.319433,2090887.197714
541725511.901878,109187733.186239,732715810.727698,685541535.988018,688984855.018691,781210872.975574,841433094.061928,539647040.895194,541725511.901878,873035881.34693,60222221.086354,3443319.030673,2078471.006684
538926942.189587,109300475.998654,732797531.588453,682646325.959303,686035146.226649,777661695.717727,841626968.786598,536865493.770409,538926942.189587,873148035.210845,63965273.068871,3388820.267346,2061448.419178
539851466.917154,109412504.706824,732821367.22016,683429566.264429,686799175.503511,784761000.915582,841762181.064975,537798552.037889,539851466.917154,873259411.857515,57001180.149393,3369609.239082,2052914.879265
540205752.700447,109523747.894145,732843088.106566,683802145.942645,687149785.686685,781183403.271489,841894387.587452,538164880.448855,540205752.700447,873369897.493586,60710984.315963,3347639.74404,2040872.251592
540208199.44501,109632905.727151,732848900.542306,684373543.740668,687731386.535403,788286057.414187,842008790.432948,538147022.555617,540208199.44501,873478487.903342,53722733.018761,3357842.794735,2061176.889393
539509394.961511,109741140.497578,732866131.962331,683687370.179687,687045371.106429,784762293.60355,842133487.66765,537446910.140739,539509394.961511,873585953.718019,57371194.0641,3358000.926742,2062484.820772
539876329.671086,109851559.726469,732881661.681734,684022064.628499,687371910.645297,781190730.195782,842258734.115444,537820173.206138,539876329.671086,873695670.44641,61068003.919662,3349846.016798,2056156.464948
540209798.624541,109960954.83032,732895069.06155,684542306.778042,687879596.390765,788314111.733139,842380439.431412,538159888.716958,540209798.624541,873803968.382562,54066327.698273,3337289.612723,2049909.907583
538915715.500548,110070168.350873,732935744.33143,683383017.817324,686697802.942917,784798528.157682,842529048.932595,536867201.534369,538915715.500548,873911902.613865,57730520.774913,3314785.125593,2048513.966179
538964676.481844,110177901.49628,732936025.148863,683398340.053684,686709544.032635,781268435.157421,842635783.830935,536916713.615904,538964676.481844,874018356.694772,61367348.673514,3311203.978951,2047962.86594
538895114.29421,110285249.495894,733548779.376243,683597670.070268,686899727.977055,789031327.655393,843354394.668929,536847176.078221,538895114.29421,874124213.305386,54323067.013536,3302057.906787,2047938.215989
539275504.075255,110396410.28734,733557487.810656,683891095.03163,687189563.655282,785437663.358511,843473191.763288,537230338.491393,539275504.075255,874234301.965332,58035528.404777,3298468.623652,2045165.583862
537753044.736036,110508378.391393,733561765.503256,682264841.35076,685546878.914844,781828345.80934,843588670.762691,535720550.924425,537753044.736036,874345503.272135,61760324.953351,3282037.564084,2032493.811611
537599496.795289,110618597.266183,733568353.126781,682350824.021942,685623747.750755,788944197.044773,843704769.401127,535570399.537667,537599496.795289,874455014.287046,54760572.356354,3272923.728813,2029097.257622
538654892.461855,110729710.890981,733575743.356201,683553479.659489,686843722.054519,785352707.45168,843822351.660595,536626520.055996,538654892.461855,874565206.317094,58469644.208915,3290242.39503,2028372.405859
538633570.046065,110838477.099007,733584432.453211,683637002.944049,686913250.199208,781814540.950116,843939118.109631,536605171.847194,538633570.046065,874673283.66912,62124577.159515,3276247.255159,2028398.198871
538556995.181158,110946103.181995,733587968.492024,683799704.897252,687081083.205528,788978530.717807,844049608.117955,536528055.074525,538556995.181158,874780237.638631,55071077.400148,3281378.308276,2028940.106633
537154157.829929,111057278.07763,733667163.465472,683779876.518273,687024648.021511,785457451.452651,844239245.722288,535153526.502755,537154157.829929,874890680.269516,58781794.269637,3244771.503238,2000631.327174
536562821.88391,111169074.389981,733680686.522331,684459387.623245,687697476.447483,781859371.138535,844363848.421748,534561635.109469,536562821.88391,875001759.912117,62504477.283213,3238088.824238,2001186.774441
527414728.679603,111279813.077334,733716583.948842,677327203.551491,680281528.21353,788973967.978767,844509680.855112,525690142.958321,527414728.679603,875111694.91897,55535712.876345,2954324.662039,1724585.721282
526434413.818507,111391083.597959,733734739.724505,678949497.578173,681905709.126172,785389083.598632,844638236.1879,524709738.800386,526434413.818507,875222094.476095,59249152.589268,2956211.547999,1724675.018121
532314571.440926,111501609.056053,733763444.990209,688592080.34027,691520453.470947,781830717.772744,844776476.134698,530606119.253551,532314571.440926,875331629.157189,62945758.361954,2928373.130677,1708452.187375
532222402.475651,111610966.493248,733812094.62161,688900641.713953,691702718.732163,788935201.611457,844933809.442544,530651076.855624,532222402.475651,875440312.833634,55998607.831087,2802077.01821,1571325.620027
532350890.743413,111723237.03481,733832054.928078,689008563.412915,691795069.915561,785335601.489907,845065444.634574,530785527.651527,532350890.743413,875551987.719196,59729843.144667,2786506.502646,1565363.091886
531248630.674397,111834028.409612,733864171.624066,688468049.555335,691259259.45872,781777007.723225,845207588.655614,529686160.056903,531248630.674397,875662015.044248,63430580.932389,2791209.903385,1562470.617494
538399235.366058,111933741.804615,733887998.935924,688504339.092703,691307373.779598,789008611.069564,845330344.70486,536871213.454157,538399235.366058,875760943.781636,56321733.635296,2803034.686895,1528021.911901
540978735.558935,112040156.033306,733904664.451972,690815239.668896,693605707.348002,785525259.287936,845452405.983849,539450183.774273,540978735.558935,875866339.544577,59927146.695913,2790467.679106,1528551.784662
541021218.064591,112144628.970263,733971569.335051,690864442.206321,693645991.724865,792769501.717853,845622799.536191,539498367.274,541021218.064591,875969828.21384,52853297.818338,2781549.518544,1522850.790591
535306204.956342,112248434.594707,733989328.576601,684922399.770508,687699566.846934,789349632.978613,845743590.089435,533796486.436886,535306204.956342,876072859.525534,56393957.110822,2777167.076426,1509718.519456
534481676.488056,112353550.82323,733993722.338051,684036901.397162,686805052.843835,785873764.431652,845852456.076908,532972010.002129,534481676.488056,876177331.751557,59978691.645256,2768151.446673,1509666.485927
533453797.33366,112461053.551943,734005069.026071,683537542.682302,686294769.715358,792928667.649426,845970492.770561,531952465.53858,533453797.33366,876284021.75719,53041825.121135,2757227.033056,1501331.79508
534031979.789072,112570751.155828,734015551.618567,684126328.049429,686407081.896884,789370255.643687,846089984.497192,532530960.622309,534031979.789072,876393030.891325,56719728.853505,2280753.847455,1501019.166763
533991939.255362,112680458.593017,734016151.618567,683998987.937353,686301625.775249,785799805.786755,846199425.201131,532490995.035919,533991939.255362,876501871.595264,60399619.414376,2302637.837896,1500944.219443
533385719.289392,112789742.238566,734017318.238567,683450012.508399,685881205.466972,792877612.325131,846309035.555546,531857531.800637,533385719.289392,876610315.329679,53431423.230415,2431192.958573,1528187.488755
534945222.078981,112899783.863332,734021583.736587,684560673.811292,687113547.167158,789308308.335153,846422597.009332,533415145.58158,534945222.078981,876719611.285445,57114288.674179,2552873.355866,1530076.497401
532670359.574988,113009257.383845,734028509.587046,682085917.478216,684619771.065729,785749143.266725,846538358.697554,531141161.418691,532670359.574988,876828447.123208,60789215.430829,2533853.587513,1529198.156297
532619591.651541,113118043.48769,734041837.194669,682379525.167663,684893557.682143,792854100.10811,846659737.335288,531083427.943415,532619591.651541,876936498.153319,53805637.227178,2514032.51448,1536163.708126
532990256.747335,113229540.383357,734042061.089714,682729110.972136,685239480.581379,789244597.861534,846770940.68125,531455316.518683,532990256.747335,877047477.604236,57526342.819716,2510369.609243,1534940.228652
530416013.216867,113340931.779016,734042061.089714,680247470.080731,682626847.559642,785640559.811826,846881698.231159,529002146.762856,530416013.216867,877158235.154145,61241138.419333,2379377.478911,1413866.454011
530567518.082379,113449795.341231,734042061.089714,680500684.601508,683016788.952325,792728955.93336,846989987.437124,529039916.378778,530567518.082379,877266524.36011,54261031.503764,2516104.350817,1527601.703601
533019544.136988,113559646.570114,734111157.498716,682950350.641235,685464284.35891,789225627.164271,847168276.729759,531504511.353807,533019544.136988,877375717.243743,57942649.565488,2513933.717675,1515032.783181
534629532.991274,113668852.528096,734114452.031424,683001528.120604,685502144.17057,785667855.819341,847280154.389449,533114498.023501,534629532.991274,877484300.370725,61612298.570108,2500616.049966,1515034.967773
535058699.903263,113776341.236008,734117889.181685,681614756.822214,686140674.424631,792525662.018155,847390378.669966,531963543.631327,535058699.903263,877591087.500981,54864716.651811,4525917.602417,3095156.271936
535156576.259915,113883988.693934,734123605.264409,681745401.044589,686250059.02863,789005920.296365,847503138.351616,532078272.499955,535156576.259915,877698131.099907,58497218.055251,4504657.984041,3078303.75996
533775273.928475,113992484.151908,734126534.503485,680379945.185677,684890957.776514,785464728.961278,847614048.387666,530698852.826587,533775273.928475,877806111.896881,62149319.426388,4511012.590837,3076421.101888
531385489.223499,114096162.505549,734130396.853485,677901787.256453,682405523.135413,792517665.135174,847720627.312683,528310186.502871,531385489.223499,877908828.471898,55202962.177509,4503735.87896,3075302.720628
531809127.438559,114204523.588513,734143116.853485,678635461.039532,683137253.391639,788989804.626064,847841027.541897,528734198.160082,531809127.438559,878016508.701112,58851222.915833,4501792.352107,3074929.278477
531937123.075321,114312192.56724,734147500.264965,678387748.375687,682873754.255603,785465271.710649,847952374.042854,528896480.65333,531937123.075321,878123471.790589,62487102.332205,4486005.879916,3040642.421991
532044565.926962,114420122.004387,734149853.69286,678706416.983216,683116287.503379,792541459.077736,848061968.351146,529025781.196632,532044565.926962,878230712.670986,55520509.27341,4409870.520163,3018784.73033
532243915.583358,114528929.920687,734155035.822545,678949386.735438,683283948.025644,788994546.822996,848175363.163881,529297603.161426,532243915.583358,878338925.354036,59180816.340885,4334561.290206,2946312.421932
533071068.678878,114639639.524684,734164945.470152,679786659.668324,684097273.646652,785419566.04157,848295511.244485,530122742.579704,533071068.678878,878449163.787033,62875945.202915,4310613.978328,2948326.099174
533607927.556736,114747752.920199,734173102.697772,680181781.756275,684529920.871655,792498214.419108,848411209.751112,530637761.403314,533607927.556736,878556705.06604,55912995.332004,4348139.11538,2970166.153422
536914587.47059,114856169.711581,734203677.973722,683490117.362851,687810425.708941,788994363.07777,848549522.725694,533946190.456394,536914587.47059,878664442.764672,59555159.647924,4320308.34609,2968397.014196
537602167.552088,114962877.127873,734206858.1925,684205358.425744,688461457.824006,785500115.063452,848658393.708264,534676964.127845,537602167.552088,878770133.528464,63158278.644812,4256099.398262,2925203.424243
538064819.280421,115067723.002411,734215783.1925,684845333.436617,689122713.65115,792687400.96868,848771333.632052,535139796.548167,538064819.280421,878874148.452252,56083932.663372,4277380.214533,2925022.732254
536977203.17937,115176596.523004,734215783.1925,683739908.059658,687923933.444339,789145317.04775,848879550.818895,534058808.719618,536977203.17937,878982365.639095,59734233.771145,4184025.384681,2918394.459752
536836034.614564,115285950.856164,734217127.726078,683897464.826593,688066176.781534,796205553.489125,848989681.608633,533917605.496042,536836034.614564,879091151.895255,52784128.119508,4168711.954941,2918429.118522
537129217.933833,115392604.834971,734217127.726078,684167862.410313,688318098.699873,792712487.713089,849095808.83394,534212116.767115,537129217.933833,879197279.120562,56383321.120851,4150236.28956,2917101.166718
537744294.377576,115502079.14721,734217127.726078,684737031.232138,688885284.972348,789153427.48687,849204790.695429,534827025.493048,537744294.377576,879306260.982051,60051363.208559,4148253.74021,2917268.884528
535969278.066443,115609939.896886,734273399.112577,683223244.436013,687374303.803036,796201404.377651,849368358.851854,533055413.984624,535969278.066443,879413557.751977,53166954.474203,4151059.367023,2913864.081819
535981557.585894,115717266.021524,734275735.830727,683183584.412612,687323543.303639,792690486.145571,849477369.207142,533081380.892608,535981557.585894,879520231.389115,56786883.061571,4139958.891027,2900176.693286
536182132.800426,115823618.333611,734275735.830727,682618974.317763,686754852.385446,789201054.452658,849583139.474229,533283587.906523,536182132.800426,879626001.656202,60382085.021571,4135878.067683,2898544.893903
536181004.244157,115931543.604136,734286016.692705,682856173.899393,686987685.418051,796211926.973093,849700768.823982,533283630.362634,536181004.244157,879733350.143977,53488841.850889,4131511.518658,2897373.881523
536169067.572541,116039289.728854,734286516.692705,682818902.37116,686949328.600294,792696005.501055,849808120.82245,533271761.11617,536169067.572541,879840202.142445,57112115.321395,4130426.229134,2897306.456371
536391983.553031,116147456.811914,734287199.820901,683032426.387035,687194695.372979,789170141.824722,849916127.481206,533494705.333598,536391983.553031,879947525.673005,60745985.656484,4162268.985944,2897278.219433
536626200.737731,116255968.769998,734287199.820901,683460469.719728,687617265.70158,796220401.218756,850023974.82779,533729048.508043,536626200.737731,880055373.019589,53803573.609034,4156795.981852,2897152.229688
536329753.717266,116363499.10299,734287199.820901,683163200.81538,687323093.166694,792703507.112894,850130786.734282,533440383.03085,536329753.717266,880162184.926081,57427279.621388,4159892.351314,2889370.686416
536488206.809773,116472114.352754,734292837.005303,683550576.262679,687702750.275897,789171779.469348,850244492.432198,533598849.600716,536488206.809773,880270253.439595,61072712.96285,4152174.013218,2889357.209057
534506218.584815,116579579.227436,734292837.005303,681790865.705806,685942159.123001,796158772.357564,850351368.56464,531616901.145886,534506218.584815,880377129.572037,54192596.207076,4151293.417195,2889317.438929
538733121.820012,116686068.85209,734299006.380303,685993635.198638,690114039.668832,792675314.425517,850463416.830544,535842028.141356,538733121.820012,880483008.462941,57788102.405027,4120404.470194,2891093.678656
539289516.229715,116794845.351834,734299006.380303,686242410.31921,690370028.211,789132378.745831,850571565.150538,536398370.201234,539289516.229715,880591156.782935,61439186.404707,4127617.89179,2891146.028481
539654562.244293,116902169.768226,734299171.380303,686765558.031661,690895301.27204,796126100.334832,850673245.076548,536765322.736107,539654562.244293,880692671.708945,54547144.741716,4129743.240379,2889239.508186
539394829.350896,117011025.913841,734299171.380303,686460872.923832,690581745.051928,792584968.871834,850778246.176455,536505594.135408,539394829.350896,880797672.808852,58193277.304621,4120872.128096,2889235.215488
539914496.682358,117116190.809196,734299171.380303,687028083.13745,691156633.147984,789118376.140777,850882894.35731,537025509.557151,539914496.682358,880902320.989707,61764518.216533,4128550.010534,2888987.125207
558930527.390304,117222547.4755,734303037.395976,687414989.154877,691568229.170624,796167935.370375,850992608.549633,556040968.93822,558930527.390304,881008169.166357,54824673.179258,4153240.015747,2889558.452084
560836903.561123,117329491.64182,734315037.395976,689277468.589412,693418848.335871,792678479.3771,851111173.928203,557947190.278956,560836903.561123,881114734.544927,58432694.551103,4141379.746459,2889713.282167
561387323.954501,117420523.432162,734322837.395976,689785813.954634,693950586.417553,789517818.487187,851209534.019795,558474336.676698,561387323.954501,881205294.636519,61691715.532608,4164772.462919,2912987.277803
561495028.63365,117470910.263664,734322837.395976,690024773.42398,694262762.440888,798020353.685594,851259429.496047,558576446.630658,561495028.63365,881255190.112771,53239075.810453,4237989.016908,2918582.002992
561630005.181133,117556280.699717,734322837.395976,691484095.847798,694355868.520993,795006156.274341,851344386.57685,559873197.702469,561630005.181133,881340147.193574,56338230.302509,2871772.673195,1756807.478664
561628834.362866,117648537.073519,734322837.395976,691523380.751348,694357071.982081,791819490.057108,851436314.937402,559895460.95275,561628834.362866,881432075.554126,59616824.880294,2833691.230733,1733373.410116
561892260.839591,117741289.322365,734347105.7119,691901271.585176,694816514.951029,799148874.983128,851552554.854744,560099561.407642,561892260.839591,881524047.155544,52403679.871616,2915243.365853,1792699.431949
561742598.887089,117848320.071937,734347542.507175,691664745.567812,694577583.3691,795638896.492695,851659553.735091,559950108.284,561742598.887089,881630609.240616,56020657.242396,2912837.801288,1792490.603089
561858650.360578,117959123.467468,734347542.507175,691821574.765301,694692672.320526,792038570.449207,851769297.723872,560098736.005749,561858650.360578,881740353.229397,59730727.274665,2871097.555225,1759914.354829
562308122.864667,118070089.821379,734347542.507175,692402222.417334,695296401.184671,798948405.953827,851879225.932097,560535102.606905,562308122.864667,881850281.437622,52930819.97827,2894178.767337,1773020.257762
562240076.897448,118183016.092056,734347542.507175,692336752.762175,695222755.728934,795305846.463171,851991069.331274,560475170.201065,562240076.897448,881962124.836799,56685222.868103,2886002.966759,1764906.696383
561480080.487848,118296329.237783,734362259.270405,691591176.955292,694465796.925905,791673112.765487,852118194.216981,559725983.763761,561480080.487848,882074532.959276,60445081.451494,2874619.970613,1754096.724087
561525967.160713,118408725.300114,734362259.270405,691920122.687758,694791176.975408,798513796.066749,852229803.514664,559774712.913491,561525967.160713,882186142.256959,53716007.447915,2871054.28765,1751254.247222
561218056.481143,118520443.820747,734363204.194876,690450802.499308,693323012.913932,794899891.179877,852341673.917268,559464181.15078,561218056.481143,882297067.735092,57441782.737391,2872210.414624,1753875.330363
561505163.128735,118631550.758008,734363204.194876,690810988.341808,693682236.87169,791297252.257898,852451852.663029,559751253.252001,561505163.128735,882407246.480853,61154600.405131,2871248.529882,1753909.876734
561669587.007156,118744758.195403,734363204.194876,691173229.614925,694064949.437057,798101857.25656,852564231.174174,559917329.270479,561669587.007156,882519624.991998,54462373.917614,2891719.822132,1752257.736677
561505692.816808,118857570.778591,734363204.194876,690875782.174861,693760908.509204,794463231.207813,852676348.187112,559753317.429966,561505692.816808,882631742.004936,58213116.979299,2885126.334343,1752375.386842
559450448.021189,118971205.528507,734363204.194876,688827501.850884,691780851.799928,790807375.853113,852789228.880028,557699433.804963,559450448.021189,882744622.697852,61981853.026915,2953349.949044,1751014.216226
560411061.420551,119083986.528347,734363204.194876,689556702.790837,692517342.244565,797395882.509605,852901342.341448,558657160.460748,560411061.420551,882856736.159272,55505459.831843,2960639.453728,1753900.959803
560568493.545399,119198421.632472,734363204.194876,689515281.339772,692442268.83467,793724652.912908,853015111.805323,558814634.433267,560568493.545399,882970505.623147,59290458.892415,2926987.494898,1753859.112132
559979592.1821,119310867.257302,734363204.194876,689090497.729469,691992181.593405,790093308.702418,853126924.552903,558239289.110127,559979592.1821,883082318.370727,63033615.850485,2901683.863936,1740303.071973
559815361.143803,119424333.673864,734363204.194876,689011675.061524,691930717.092603,796090793.722885,853239777.217465,558057769.178166,559815361.143803,883195171.035289,57148983.49458,2919042.031079,1757591.965637
560350124.078083,119537582.569603,734363976.156526,689554747.944106,692474347.774445,792445914.551462,853353173.648104,558593418.648148,560350124.078083,883307795.504278,60907259.096642,2919599.830339,1756705.429935
547470274.637748,119649955.277779,734368777.289866,676819001.014313,679756352.789183,799391251.284321,853469639.345886,545704304.006809,547470274.637748,883419460.06872,54078388.061565,2937351.77487,1765970.630939
548233639.570254,119762267.152607,734368777.289866,677416763.894077,680352698.248789,795764985.653863,853581313.005714,546466672.395704,548233639.570254,883531133.728548,57816327.351851,2935934.354712,1766967.17455
548182082.216492,119874051.860689,734368777.289866,677357165.492309,680295762.571761,792144613.484262,853692541.229662,546412343.994133,548182082.216492,883642361.952496,61547927.7454,2938597.079452,1769738.222359
548264032.809411,119984860.881274,734369893.331866,677575154.201481,680630832.829749,799281756.61999,853803958.868247,546488821.818029,548264032.809411,883752663.549081,54522202.248257,3055678.628268,1775210.991382
548891165.200048,120096844.693585,734370443.331866,678293646.029002,681341232.312869,795661349.680177,853915884.146808,547125660.897024,548891165.200048,883864038.827642,58254534.466631,3047586.283867,1765504.303024
548702854.989005,120210480.860177,734373409.598577,678125283.550143,681163112.78195,792010417.072727,854031930.004361,546937045.755748,548702854.989005,883977118.418484,62021512.931634,3037829.231807,1765809.233257
547928487.174929,120321734.255772,734374017.093942,677509183.153121,680591284.037146,799100659.301457,854143182.752571,546163493.943855,547928487.174929,884087763.671329,55042523.451114,3082100.884025,1764993.231074
548077888.486233,120434806.318135,734374617.093942,677620535.317911,680701644.861834,795457695.494575,854256297.875934,546313020.26317,548077888.486233,884200278.794692,58798602.381359,3081109.543923,1764868.223063
547868737.568718,120536526.171536,734374617.093942,676959422.060607,680040542.751502,792057850.598963,854356348.910585,546104206.691045,547868737.568718,884300329.829343,62298498.311622,3081120.690895,1764530.877673
548119121.834773,120629618.982951,734374660.127234,677467725.53473,680546152.218537,799606571.682322,854448918.861292,546354864.107647,548119121.834773,884392856.746758,54842347.17897,3078426.683807,1764257.727126
548402785.73171,120723651.731773,734374660.127234,677743208.146974,680807839.075091,796371613.953205,854542121.459364,546646550.341114,548402785.73171,884486059.34483,58170507.506159,3064630.928117,1756235.390596
547890778.706049,120834121.627334,734374660.127234,677189250.013375,680238895.474822,792783736.493274,854651926.473425,546135300.928432,547890778.706049,884595864.358891,61868189.980151,3049645.461447,1755477.777617
548308060.372996,120942251.58531,734374660.127234,677847231.729829,680854284.731419,800004569.367005,854759233.044651,546553250.835297,548308060.372996,884703170.930117,54754663.677646,3007053.00159,1754809.537699
547993400.563102,121051531.230821,734379125.924985,677442450.853141,680449800.6351,796448480.740229,854871799.469663,546238506.964798,547993400.563102,884811271.557378,58423318.729434,3007349.781959,1754893.598304
