voting_power,total_ballots,total_proposals,total_dust_accounts,total_funded_accounts,funded_accounts,total_accounts,cleared_accounts,n_tx,n_ops_failed,n_calls
309660000000000.0,0,0,4836,16604,278,42476,55,629,20,0
309660000000000.0,0,0,4903,16761,192,42609,35,595,17,0
309660000000000.0,0,0,4967,16923,199,42738,37,455,41,0
309660000000000.0,0,0,5018,17083,190,42861,30,405,13,0
309660000000000.0,0,0,5071,17253,215,42997,45,468,11,1
309660000000000.0,0,0,5120,17400,182,43109,35,425,28,0
309660000000000.0,0,0,5174,17561,202,43233,41,491,18,0
309660000000000.0,0,0,5241,17747,232,43357,46,661,21,0
309660000000000.0,0,0,5297,17875,160,43453,32,431,18,0
309660000000000.0,0,0,5340,18000,150,43557,25,358,9,0
309660000000000.0,0,0,5389,18173,201,43655,28,822,0,0
309660000000000.0,0,0,5443,18336,187,43785,24,554,22,0
309660000000000.0,0,0,5519,18503,210,43925,43,791,18,0
309660000000000.0,0,0,5567,18665,205,44042,43,1104,7,0
309660000000000.0,0,0,5612,18783,147,44139,29,513,15,0
309660000000000.0,0,0,5664,18883,136,44228,36,487,4,0
368420000000000.0,0,0,5709,19046,184,44314,21,1215,13,2
368420000000000.0,0,0,5756,19170,147,44415,23,389,5,0
368420000000000.0,0,0,6337,19854,770,45036,86,2091,13,0
368420000000000.0,0,0,6478,20135,331,45249,50,1935,16,0
368420000000000.0,0,0,6569,20316,200,45373,19,644,6,0
368420000000000.0,0,0,6633,20457,161,45475,20,445,5,0
368420000000000.0,0,0,6693,20608,193,45581,42,1693,3,0
368420000000000.0,0,0,6725,20684,99,45638,23,398,10,0
368420000000000.0,0,0,6768,20821,168,45743,31,486,3,0
368420000000000.0,0,0,6831,21013,221,45872,29,2167,8,0
368420000000000.0,0,0,7069,27764,6777,52717,26,7379,702,0
368420000000000.0,0,0,7466,28198,457,53131,23,1065,248,0
368420000000000.0,0,0,7606,28395,237,53307,40,2204,102,0
368420000000000.0,0,0,7727,28580,207,53461,22,723,84,0
368420000000000.0,0,0,7821,28724,155,53571,11,518,61,0
368420000000000.0,0,0,7885,28848,159,53662,35,2006,52,0
368420000000000.0,0,0,7958,29010,192,53794,30,733,45,0
368420000000000.0,0,0,8050,29189,201,53932,22,668,60,0
368420000000000.0,0,0,8139,29387,238,54074,40,2659,27,0
368420000000000.0,0,0,8204,29518,144,54166,13,743,21,0
368420000000000.0,0,0,8255,29656,157,54264,19,1558,22,0
368420000000000.0,0,0,8295,29742,116,54335,30,2013,30,0
368420000000000.0,0,0,8339,29838,107,54406,11,555,25,1
368420000000000.0,0,0,8390,29966,151,54514,23,854,20,0
395330000000000.0,0,0,8522,30178,245,54662,33,2950,39,2
395330000000000.0,0,0,8623,30300,143,54764,21,569,36,0
395330000000000.0,0,0,8672,30404,136,54829,32,1395,21,3
395330000000000.0,0,0,8713,30543,197,54939,58,2285,24,3
395330000000000.0,0,0,8881,30879,361,55151,25,858,48,0
395330000000000.0,0,0,8966,31109,250,55267,20,2246,13,0
395330000000000.0,0,0,9127,31609,560,55619,60,2574,29,0
395330000000000.0,0,0,9253,31942,359,55834,26,1118,11,3
395330000000000.0,0,0,9316,32217,332,56031,57,23772,17,0
395330000000000.0,0,0,9409,32487,300,56223,30,1908,28,0
395330000000000.0,0,0,9543,32838,389,56461,38,1575,25,0
395330000000000.0,0,0,9596,32994,204,56582,48,2600,14,0
395330000000000.0,0,0,9642,33151,177,56689,20,638,22,0
395330000000000.0,0,0,9690,33291,161,56791,21,539,26,0
395330000000000.0,0,0,9723,33456,184,56888,19,3225,3,0
395330000000000.0,0,0,9783,33602,190,57000,44,1402,14,0
395330000000000.0,0,0,9850,33756,180,57116,26,557,13,0
395330000000000.0,0,0,9910,33924,230,57262,62,3510,37,0
395330000000000.0,0,0,9960,34069,153,57362,8,860,15,0
395330000000000.0,0,0,10013,34215,164,57477,18,834,6,0
395330000000000.0,0,0,10065,34406,233,57607,42,3394,12,1
395330000000000.0,0,0,10154,34609,249,57802,46,1374,7,0
395330000000000.0,0,0,10260,34816,238,57987,31,961,14,0
425930000000000.0,0,0,10335,35061,288,58160,43,3852,584,1
425930000000000.0,0,0,10406,35222,188,58292,27,818,7,0
425930000000000.0,0,0,10483,35365,157,58396,14,479,7,0
425930000000000.0,0,0,10534,35533,209,58508,41,3715,5,0
425930000000000.0,0,0,10618,35732,225,58658,26,1064,5,0
425930000000000.0,0,0,10695,35910,201,58806,23,605,15,0
425930000000000.0,0,0,10740,36086,256,58973,80,4542,33,0
425930000000000.0,0,0,10762,36251,178,59108,13,599,6,0
425930000000000.0,0,0,10839,36432,218,59291,37,883,9,0
425930000000000.0,0,0,10883,36575,181,59387,38,3712,14,0
425930000000000.0,0,0,10921,36691,138,59493,22,799,0,0
425930000000000.0,0,0,11020,36910,244,59673,25,1290,11,0
425930000000000.0,0,0,11239,37423,1041,60289,528,6038,30,8
425930000000000.0,0,0,11395,37751,545,60625,217,1685,8,2
425930000000000.0,0,0,11500,37970,369,60847,150,1278,2,0
425930000000000.0,0,0,11574,38150,318,61040,138,4437,37,6
425930000000000.0,0,0,11648,38305,228,61185,73,723,24,2
425930000000000.0,0,0,11724,38478,234,61344,61,844,5,0
425930000000000.0,0,0,11823,38661,336,61536,153,4513,28,1
425930000000000.0,0,0,11908,38826,260,61708,95,1182,4,13
425930000000000.0,0,0,11982,39019,298,61889,105,1585,4,10
425930000000000.0,0,0,12038,39151,246,62052,114,3802,14,3
425930000000000.0,0,0,12104,39293,205,62201,63,996,5,12
449610000000000.0,0,0,12147,39442,206,62313,57,2778,3,2
449610000000000.0,0,0,12191,39571,200,62429,71,2362,2,3
449610000000000.0,0,0,12262,39710,244,62593,105,968,12,1
449610000000000.0,0,0,12312,39858,253,62731,105,4384,1,6
449610000000000.0,0,0,12361,39959,173,62836,72,1809,3,3
449610000000000.0,0,0,12417,40054,142,62942,47,568,8,1
449610000000000.0,0,0,12470,40179,231,63058,106,4126,18,1
449610000000000.0,0,0,12522,40273,164,63152,70,1208,10,1
449610000000000.0,0,0,12604,40380,159,63256,52,570,3,2
449610000000000.0,0,0,12644,40489,244,63368,135,4563,23,8
449610000000000.0,0,0,12702,40632,226,63503,83,1329,6,5
449610000000000.0,0,0,12791,40809,301,63694,124,1129,8,0
449610000000000.0,0,0,12869,40996,321,63888,134,4612,8,7
449610000000000.0,0,0,12921,41108,190,64019,78,1384,8,0
449610000000000.0,0,0,12966,41207,164,64139,65,496,2,1
449610000000000.0,0,0,13000,41331,222,64253,98,4220,0,0
449610000000000.0,0,0,13092,41474,272,64428,129,1838,82,3
449610000000000.0,0,0,13154,41610,220,64575,84,659,5,6
449610000000000.0,0,0,17157,45696,4275,68609,189,14752,5,5
449610000000000.0,0,0,19139,47676,2060,70607,80,13267,32,6
449610000000000.0,0,0,20218,48780,1163,71736,59,6566,1,13
449610000000000.0,0,0,20242,48920,211,71829,71,5628,9,3
449610000000000.0,0,0,20274,48991,138,71926,67,1004,8,0
449610000000000.0,0,0,31796,60491,12106,83944,606,20137,4,0
462840000000000.0,0,0,51183,79977,19636,103440,150,30992,12,5
462840000000000.0,0,0,94691,123596,43683,147081,64,48408,25,6
462840000000000.0,0,0,131886,160876,37323,184378,43,43638,17,2
462840000000000.0,0,0,160774,189896,29082,213389,62,44077,12,2
462840000000000.0,0,0,198015,227268,37426,250748,54,54665,13,1
462840000000000.0,0,0,211538,240906,13746,264425,108,23750,7,1
462840000000000.0,0,0,216608,246097,5261,269649,70,10710,91,2
462840000000000.0,0,0,216893,246498,469,270050,68,3399,116,2
462840000000000.0,0,0,216874,246546,157,270146,109,2521,593,0
462840000000000.0,0,0,216857,246632,210,270292,124,1291,92,4
462840000000000.0,0,0,216846,246705,154,270394,81,3158,54,1
462840000000000.0,0,0,216838,246734,86,270454,57,2067,4099,0
462840000000000.0,0,0,216821,246762,78,270514,50,871,923,0
462840000000000.0,0,0,216828,246812,133,270617,83,1167,84,0
462840000000000.0,0,0,216832,246928,204,270741,88,5812,121,5
462840000000000.0,0,0,216838,246964,118,270825,82,5889,117,7
462840000000000.0,0,0,216813,247018,199,271017,145,6322,47,61
462840000000000.0,0,0,216811,247089,148,271097,77,12051,66,1
462840000000000.0,0,0,216809,247096,64,271145,57,10700,28,0
462840000000000.0,0,0,216812,247128,93,271199,61,3878,36,0
462840000000000.0,0,0,216815,247206,135,271274,57,12531,42,1
462840000000000.0,0,0,216822,247264,99,271351,41,6622,39,0
462840000000000.0,0,0,216786,247332,125,271452,57,11782,41,5
462840000000000.0,0,0,216728,247370,117,271520,79,8612,30,1
462840000000000.0,0,0,216727,247390,66,271576,46,690,58,0
462840000000000.0,0,0,216723,247425,74,271629,39,1108,23,1
467000000000000.0,0,0,216708,247507,122,271709,40,5164,87,0
467000000000000.0,0,0,216704,247546,120,271801,81,781,48,3
467000000000000.0,0,0,216692,247563,75,271856,58,1097,24,2
467000000000000.0,0,0,216683,247647,173,271958,89,5887,46,1
467000000000000.0,0,0,216680,247705,159,272074,101,834,48,2
467000000000000.0,0,0,216668,247760,112,272161,57,1666,37,1
467000000000000.0,0,0,216653,247811,105,272222,54,5910,24,1
467000000000000.0,0,0,216644,247838,83,272272,56,843,21,2
467000000000000.0,0,0,216641,247902,129,272360,65,575,50,0
467000000000000.0,0,0,216633,247947,93,272411,48,4267,10,2
467000000000000.0,0,0,216635,247991,111,272471,67,1519,35,3
467000000000000.0,0,0,216627,248025,106,272547,72,891,13,0
467000000000000.0,0,0,216625,248091,132,272630,66,5180,36,9
467000000000000.0,0,0,216617,248116,96,272698,71,1072,57,1
467000000000000.0,0,0,216619,248152,104,272770,68,1040,24,0
467000000000000.0,0,0,216615,248180,105,272823,77,4323,25,1
467000000000000.0,0,0,216611,248199,53,272855,34,1463,14,0
467000000000000.0,0,0,216617,248254,119,272924,64,1590,17,1
467000000000000.0,0,0,216619,248297,109,273005,66,5463,39,1
467000000000000.0,0,0,216614,248345,97,273077,49,677,14,2
467000000000000.0,0,0,216600,248384,88,273138,49,2710,27,1
467000000000000.0,0,0,216602,248431,106,273198,59,3652,31,1
467000000000000.0,0,0,216604,248467,94,273268,58,654,11,2
488620000000000.0,0,0,216609,248560,155,273392,62,3668,26,1
488620000000000.0,0,0,216617,248630,131,273474,61,3548,30,1
488620000000000.0,0,0,216611,248686,126,273570,70,1012,18,0
488620000000000.0,0,0,216603,248722,82,273622,46,4643,22,2
488620000000000.0,0,0,216598,248748,100,273680,74,1070,29,0
488620000000000.0,0,0,216597,248776,93,273746,65,964,29,0
488620000000000.0,0,0,216569,248830,126,273822,72,5346,29,1
488620000000000.0,0,0,216534,248870,116,273904,76,1710,29,0
488620000000000.0,0,0,216571,248879,77,273973,68,482,14,0
488620000000000.0,0,0,216564,248932,132,274050,79,4373,36,3
488620000000000.0,0,0,216567,248959,89,274108,62,2753,24,0
488620000000000.0,0,0,216569,248978,71,274142,52,356,6,0
488620000000000.0,0,0,216566,249006,96,274183,68,5173,17,1
488620000000000.0,0,0,216572,249045,107,274259,68,1728,20,0
488620000000000.0,0,0,216581,249065,72,274312,52,506,16,0
488620000000000.0,0,0,216580,249153,173,274421,85,5589,29,6
488620000000000.0,0,0,216566,249193,156,274522,116,1565,29,2
488620000000000.0,0,0,216566,249256,126,274617,63,479,15,2
488620000000000.0,0,0,216572,249323,114,274676,47,5862,11,1
488620000000000.0,0,0,216571,249370,124,274763,77,1309,22,0
488620000000000.0,0,0,216567,249408,110,274841,72,946,20,0
488620000000000.0,0,0,216560,249479,127,274930,56,5048,30,3
488620000000000.0,0,0,216560,249524,120,275010,75,2291,22,0
488620000000000.0,0,0,216549,249547,83,275071,60,1354,16,6
496720000000000.0,0,0,216545,249588,88,275105,47,5195,10,1
496720000000000.0,0,0,216550,249619,100,275185,69,936,483,0
496720000000000.0,0,0,216548,249646,71,275228,44,1171,24,0
496720000000000.0,0,0,216544,249698,110,275282,58,6139,13,2
496720000000000.0,0,0,216537,249723,112,275362,87,1020,34,0
496720000000000.0,0,0,216539,249771,71,275413,23,708,26,0
496720000000000.0,0,0,216538,249828,102,275459,45,5645,12,1
496720000000000.0,0,0,216534,249868,78,275520,38,1562,24,0
496720000000000.0,0,0,216528,249904,78,275575,42,391,22,7
496720000000000.0,0,0,216500,249966,115,275652,53,6374,214,2
496720000000000.0,0,0,216449,250008,98,275731,56,852,16,1
496720000000000.0,0,0,216523,250038,66,275779,36,689,17,0
496720000000000.0,0,0,216523,250108,126,275844,56,7285,13,1
496720000000000.0,0,0,216524,250138,78,275895,48,1520,14,2
496720000000000.0,0,0,216513,250178,80,275956,40,436,21,0
496720000000000.0,0,0,216507,250248,141,276035,71,6049,20,1
496720000000000.0,0,0,216504,250292,98,276107,54,948,17,1
496720000000000.0,0,0,216495,250355,108,276186,45,1107,18,1
496720000000000.0,0,0,216483,250455,161,276284,61,5954,17,1
496720000000000.0,0,0,216485,250521,114,276367,48,841,10,0
496720000000000.0,0,0,216488,250580,93,276431,34,1798,27,0
496720000000000.0,0,0,216478,250662,141,276508,59,5983,24,3
496720000000000.0,0,0,216475,250697,82,276573,47,734,22,1
496720000000000.0,0,0,216467,250734,102,276656,65,1329,33,2
516040000000000.0,0,0,216461,250777,131,276719,88,6274,114,9
516040000000000.0,0,0,216459,250831,105,276780,51,1185,8,1
516040000000000.0,0,0,216452,250867,94,276845,58,3460,40,3
516040000000000.0,0,6,216451,250922,105,276925,50,4098,28,1
516040000000000.0,0,11,216443,250968,94,277010,48,1230,19,5
516040000000000.0,0,21,216446,251020,106,277074,54,4183,16,1
516040000000000.0,0,29,216450,251071,104,277155,53,2785,18,0
516040000000000.0,0,43,216450,251110,81,277215,42,1049,15,0
516040000000000.0,0,57,216440,251161,125,277297,74,5771,22,2
516040000000000.0,0,69,216439,251197,88,277368,52,1417,9,2
516040000000000.0,0,89,216438,251241,119,277450,75,1162,28,6
516040000000000.0,0,97,216431,251293,94,277501,42,5568,33,11
516040000000000.0,0,105,216426,251318,61,277548,36,1673,26,28
516040000000000.0,0,108,216423,251353,99,277628,64,847,44,72
516040000000000.0,0,115,216424,251423,112,277695,42,6310,19,69
516040000000000.0,0,121,216413,251483,133,277798,73,2012,35,84
516040000000000.0,0,125,216411,251538,103,277877,48,998,39,59
516040000000000.0,0,129,216410,251597,100,277928,41,5011,24,56
516040000000000.0,0,134,216404,251633,92,277996,56,2722,12,2
516040000000000.0,0,141,216398,251694,114,278092,53,721,34,0
516040000000000.0,0,148,216385,251786,153,278190,61,6477,31,1
516040000000000.0,0,158,216386,251831,96,278269,51,1466,26,1
516040000000000.0,0,168,216371,251919,146,278388,58,1100,33,4
533300000000000.0,29,172,216344,252067,292,278598,144,7395,38,1
533300000000000.0,50,172,216303,252297,413,278933,183,2526,77,11
533300000000000.0,60,172,216279,252475,342,279223,164,1716,104,24
533300000000000.0,77,172,216280,252595,202,279356,82,7225,45,35
533300000000000.0,83,172,216269,252683,161,279486,73,1052,36,6
533300000000000.0,91,172,216260,252788,195,279652,90,1206,36,1
533300000000000.0,99,172,216255,252899,185,279794,74,7139,22,1
533300000000000.0,102,172,216248,253001,175,279969,73,1181,43,0
533300000000000.0,103,172,216235,253134,233,280161,100,1433,63,0
533300000000000.0,109,172,216191,253393,390,280440,131,8599,59,1
533300000000000.0,122,172,216176,253552,270,280645,111,1178,51,0
533300000000000.0,132,172,216165,253883,542,281076,211,1917,98,1
533300000000000.0,143,172,216143,254141,440,281378,182,8192,69,4
533300000000000.0,162,172,216110,254294,383,281651,230,1658,85,4
533300000000000.0,176,172,216115,254502,357,281923,149,1753,85,0
533300000000000.0,178,172,216107,254701,359,282148,160,7772,48,2
533300000000000.0,183,172,216095,254863,279,282366,117,1709,88,2
533300000000000.0,183,172,216075,255035,237,282584,65,801,27,0
533300000000000.0,183,172,216064,255191,260,282763,104,7232,31,1
533300000000000.0,188,172,216065,255331,275,282967,135,1628,48,1
533300000000000.0,189,172,216042,255454,227,283336,104,1737,43,6
533300000000000.0,189,172,216030,255588,245,283493,111,7474,55,3
533300000000000.0,191,172,216014,255654,153,283621,87,864,32,2
0.0,194,172,216006,255740,142,283731,56,3285,33,3
0.0,194,172,216020,255857,198,283881,81,5137,34,0
0.0,194,172,216025,255999,226,284068,84,1408,24,0
0.0,194,172,216022,256186,293,284323,106,4659,42,1
0.0,194,172,216017,256343,285,284578,128,5948,86,0
0.0,194,172,216006,256494,284,284855,133,1295,61,0
0.0,194,172,215989,256745,397,285156,146,6078,80,3
0.0,194,172,215978,256942,333,285424,136,4776,71,7
0.0,194,172,215977,257069,222,285602,95,834,58,3
0.0,194,172,215971,257202,229,285763,96,6709,49,3
0.0,194,172,215988,257354,262,285981,110,2895,45,0
0.0,194,172,215967,257526,320,286254,148,1924,80,6
0.0,194,172,215974,257753,368,286502,141,6666,69,2
0.0,194,172,215969,257893,266,286702,126,3545,43,0
0.0,194,172,215955,258067,288,286944,114,2033,37,0
0.0,194,172,215949,258249,253,287120,71,6876,41,1
0.0,194,172,215913,258343,200,287287,106,2749,45,3
0.0,194,172,215959,258454,190,287445,79,1450,28,1
0.0,194,172,215972,258607,231,287606,78,7507,24,5
0.0,194,172,215987,258712,237,287786,132,1968,36,0
0.0,194,172,216003,258841,225,287995,96,1004,33,3
0.0,194,172,216016,259022,291,288186,110,7956,50,15
0.0,194,172,216044,259096,158,288306,84,1468,42,0
0.0,194,172,216055,259224,213,288494,85,844,70,0
557780000000000.0,213,172,216053,259368,217,288638,73,8040,723,1
557780000000000.0,239,172,216055,259466,199,288802,101,1884,47,0
557780000000000.0,259,172,216065,259568,195,288950,93,986,21,0
557780000000000.0,274,172,216062,259688,212,289077,92,8604,30,3
557780000000000.0,288,172,216062,259755,175,289200,108,1357,35,0
557780000000000.0,304,172,216054,259842,164,289329,77,1412,18,0
557780000000000.0,317,172,216057,260013,259,289493,88,9223,62,1
557780000000000.0,326,172,216058,260138,200,289633,75,2314,35,4
557780000000000.0,339,172,216051,260274,239,289826,103,1326,46,2
557780000000000.0,355,172,216027,260551,437,290123,160,9903,87,2
557780000000000.0,367,172,216040,260734,306,290369,123,1908,68,1
557780000000000.0,373,172,216047,260888,252,290594,98,1474,48,0
557780000000000.0,380,172,216041,261107,297,290773,78,8970,44,1
557780000000000.0,381,172,216039,261245,250,290977,112,1374,44,0
557780000000000.0,384,172,216038,261382,225,291171,88,1476,55,2
557780000000000.0,389,172,216038,261552,295,291371,125,8995,50,1
557780000000000.0,393,172,216034,261686,224,291555,90,1482,39,0
557780000000000.0,394,172,216040,261777,175,291709,84,800,24,1
557780000000000.0,396,172,215947,261893,206,291838,90,9372,27,3
557780000000000.0,400,172,216034,261950,141,291964,84,1211,30,0
557780000000000.0,402,172,216042,262036,135,292077,49,1043,20,0
557780000000000.0,404,172,216046,262189,268,292257,115,10187,63,2
557780000000000.0,408,172,216056,262308,217,292442,98,1440,37,1
557780000000000.0,410,172,216072,262395,164,292583,77,1077,20,2
566390000000000.0,410,172,216076,262542,166,292683,19,7718,166,4
566390000000000.0,410,172,216089,262679,164,292783,27,1802,55,0
566390000000000.0,410,172,216109,262805,156,292907,30,892,43,0
566390000000000.0,410,172,216108,262908,151,292999,48,9084,55,2
566390000000000.0,410,172,216114,263046,178,293158,40,2237,133,1
566390000000000.0,410,172,216126,263173,165,293313,38,1113,97,0
566390000000000.0,410,172,216147,263350,225,293457,48,8122,74,1
566390000000000.0,410,172,216178,263484,176,293613,42,1794,84,0
566390000000000.0,410,173,216197,263617,157,293759,24,2346,51,0
566390000000000.0,410,173,216195,263761,181,293898,37,9607,45,2
566390000000000.0,410,173,216196,263888,148,294042,21,873,31,0
566390000000000.0,410,173,216205,264043,199,294207,44,5087,72,1
566390000000000.0,410,173,216240,264215,232,294375,60,6682,60,0
566390000000000.0,410,173,216244,264336,155,294521,34,870,72,0
566390000000000.0,410,174,216249,264486,189,294696,39,5689,61,2
566390000000000.0,410,174,216271,264601,165,294861,50,4903,35,11
566390000000000.0,410,175,216290,264728,190,295023,63,1179,31,0
566390000000000.0,410,176,216304,264884,211,295180,55,7753,86,2
566390000000000.0,410,177,216179,265210,437,295404,111,4819,79,0
566390000000000.0,410,177,216007,265528,514,295668,196,2752,69,2
566390000000000.0,410,177,215937,265789,350,295866,89,7300,88,1
566390000000000.0,410,179,215920,266006,346,296087,129,4778,79,0
566390000000000.0,410,179,215905,266190,251,296278,67,1800,43,2
561552000000000.0,411,179,215888,266429,355,296492,116,8193,32,1
561552000000000.0,416,179,215859,266546,226,296636,109,3232,22,1
561552000000000.0,421,179,215844,266689,210,296783,67,1454,31,0
561552000000000.0,423,179,215827,266878,318,296997,129,6884,51,1
561552000000000.0,423,179,215815,267079,364,297252,163,6189,36,0
561552000000000.0,425,179,215812,267231,289,297662,137,1341,24,0
561552000000000.0,426,179,215846,267441,325,298045,115,7464,29,1
561552000000000.0,426,179,215852,267571,233,298206,103,4216,18,0
561552000000000.0,427,179,215849,267688,209,298377,92,1300,42,0
561552000000000.0,427,179,215850,267835,277,298558,130,8824,29,3
561552000000000.0,427,179,215841,267993,253,298927,95,5565,162,6
561552000000000.0,427,179,215825,268238,351,299192,106,1913,44,13
561552000000000.0,427,179,215804,268444,308,299399,102,7298,24,6
561552000000000.0,427,179,215809,268592,222,299540,74,4750,4,0
561552000000000.0,436,179,215818,268711,175,299680,56,1026,7,0
561552000000000.0,437,179,215817,268883,239,299838,67,7370,7,1
561552000000000.0,437,179,215806,269069,286,300046,100,5570,10,0
561552000000000.0,439,179,215715,269200,214,300199,83,998,36,0
561552000000000.0,440,179,215792,269389,261,300386,72,7143,25,1
561552000000000.0,440,179,215813,269556,236,300556,69,5158,19,10
561552000000000.0,442,179,215803,269688,203,300702,71,1336,12,18
561552000000000.0,444,179,215779,269806,219,300845,101,7216,22,1
561552000000000.0,447,179,215740,269901,189,300966,94,3813,13,0
561552000000000.0,448,179,215721,270016,202,301108,87,1565,52,0
561528000000000.0,450,179,215730,270096,154,301202,74,7648,6,0
561528000000000.0,450,179,215749,270209,171,301320,58,6616,5,0
561528000000000.0,450,179,215752,270286,145,301435,68,741,5,0
561528000000000.0,450,179,215750,270363,133,301535,56,6323,5,1
561528000000000.0,450,179,215763,270410,118,301611,71,3919,5,0
561528000000000.0,450,179,215777,270503,153,301749,60,1086,8,2
561528000000000.0,450,179,215775,270605,172,301882,70,7561,9,1
561528000000000.0,450,179,215787,270713,166,302014,58,4395,3,2
561528000000000.0,450,179,215786,280769,10169,312122,113,11141,2,1
561528000000000.0,450,179,215789,280839,168,312225,98,7682,28,1
561528000000000.0,450,198,215809,280933,147,312339,53,3723,31,1
561528000000000.0,450,212,215817,280986,113,312420,60,653,2,0
561528000000000.0,450,214,215812,281073,146,312503,59,7949,2,1
561528000000000.0,450,225,215811,281124,117,312599,66,2571,5,2
561528000000000.0,450,236,215817,281238,211,312799,97,2114,19,0
561528000000000.0,450,245,215827,281368,240,312980,110,9877,17,3
561528000000000.0,450,249,215830,281514,249,313186,103,3335,17,0
561528000000000.0,450,280,215838,281665,258,313399,107,1822,29,0
561528000000000.0,450,305,215835,281809,261,313604,117,10093,27,1
561528000000000.0,450,327,215837,281895,181,313752,95,1997,9,0
561528000000000.0,450,356,215844,282317,570,314252,148,3767,15,0
561528000000000.0,450,373,215851,282834,716,314871,199,11342,62,1
561528000000000.0,450,387,215852,283064,344,315156,114,3465,7,1
561528000000000.0,450,400,215843,284081,1172,316281,155,3764,24,4
564888000000000.0,482,404,215859,285214,1283,317455,150,12263,27,11
564888000000000.0,491,404,215872,285768,649,318051,95,2584,12,0
564888000000000.0,501,404,215887,286170,483,318506,81,1235,31,0
564888000000000.0,509,404,215895,286572,504,318951,102,9876,26,10
564888000000000.0,519,404,215910,286917,440,319352,95,4358,23,3
564888000000000.0,528,404,215919,287266,427,319778,78,1857,28,0
564888000000000.0,541,404,215931,287601,419,320165,84,10329,157,1
564888000000000.0,554,404,215929,287918,399,320530,82,2892,14,0
564888000000000.0,558,404,215932,288151,293,320802,60,1578,12,8
564888000000000.0,563,404,215938,288437,355,321100,69,9183,4,1
564888000000000.0,570,404,215950,288706,344,321399,75,3698,2,0
564888000000000.0,575,404,215957,288956,318,321695,68,1527,7,0
564888000000000.0,580,404,215972,289202,340,321992,94,10809,87,4
564888000000000.0,583,404,215985,289447,313,322269,68,2224,239,0
564888000000000.0,588,404,215988,289711,306,322559,42,1206,4,0
564888000000000.0,596,404,215987,289956,312,322819,67,10778,70,1
564888000000000.0,597,404,215988,290130,223,323031,49,1420,5,0
564888000000000.0,601,404,215992,290358,299,323308,71,5933,72,6
564888000000000.0,611,404,216005,290573,293,323558,78,6626,17,0
564888000000000.0,613,404,216004,290794,278,323808,57,2635,10,0
564888000000000.0,618,404,216012,291004,282,324034,72,6953,2,1
564888000000000.0,625,404,216023,291210,278,324273,72,5273,20,0
564888000000000.0,628,404,216020,291374,233,324492,69,1306,7,0
0.0,629,404,216012,291538,207,324674,43,7245,228,2
0.0,629,404,216026,291820,350,324980,68,6119,71,0
0.0,629,404,216040,292093,342,325290,69,1919,9,0
0.0,629,404,216050,292310,295,325553,78,6815,172,1
0.0,629,404,216055,292547,310,325826,73,5725,9,0
0.0,629,404,216061,292738,254,326061,63,1451,5,1
0.0,629,404,216071,292956,277,326287,59,9352,71,1
0.0,629,404,216082,293176,284,326533,64,3605,6,0
0.0,629,404,216097,293418,326,326839,84,1804,18,5
0.0,629,404,216118,293622,277,327074,73,8116,57,2
0.0,629,404,216136,293856,305,327335,71,4827,18,0
0.0,629,404,216151,294060,263,327592,59,1336,41,1
0.0,629,404,216169,294201,242,327782,101,8275,56,7
0.0,629,404,216181,294423,303,328061,81,4376,12,0
0.0,629,404,216196,294604,244,328271,63,1306,5,0
0.0,629,404,216200,294836,296,328515,64,10175,4,3
0.0,629,404,216223,295067,288,328781,57,3138,58,0
0.0,629,404,216231,295313,328,329084,82,1720,9,0
0.0,629,404,216243,295545,300,329332,68,9838,19,4
0.0,629,404,216252,295712,205,329922,38,2656,3,0
0.0,629,404,216254,295824,175,330083,63,800,46,0
0.0,629,404,216270,296020,267,330305,71,9963,18,1
0.0,629,404,216286,296547,632,331296,105,4576,21,2
0.0,629,404,217024,297183,791,332683,155,3609,16,0
574808000000000.0,666,404,217093,297493,419,333151,109,13595,17,1
574808000000000.0,687,404,217158,297726,304,333430,71,1474,12,2
574808000000000.0,702,404,217272,297897,242,333648,71,1649,13,0
574808000000000.0,705,404,217307,298079,254,333839,72,10367,76,1
574808000000000.0,718,404,217354,298248,235,334046,66,2879,20,8
574808000000000.0,721,404,217402,298434,255,334262,69,5806,22,1
574808000000000.0,725,404,217455,298641,294,334505,87,7714,28,5
574808000000000.0,728,404,217479,298829,260,334731,72,3897,14,1
574808000000000.0,735,404,217514,299049,294,334974,74,8747,111,1
574808000000000.0,739,404,217553,299216,250,335182,83,4358,53,1
574808000000000.0,740,404,217577,299361,208,335374,63,976,2,0
574808000000000.0,741,404,217608,299526,225,335530,60,10279,116,2
574808000000000.0,746,404,217637,299680,203,335713,49,4226,9,0
574808000000000.0,755,404,217672,299819,208,336087,69,1522,114,0
574808000000000.0,767,404,217717,300016,274,337011,77,9491,74,1
574808000000000.0,777,404,217759,300186,209,338951,39,3626,20,0
574808000000000.0,784,404,217782,300347,221,339297,60,1073,6,0
574808000000000.0,795,404,217807,300500,198,339443,45,9034,76,1
574808000000000.0,809,404,217833,300660,215,339637,55,3308,8,0
574808000000000.0,819,404,217879,300859,282,339890,83,2461,15,0
574808000000000.0,827,404,217955,300987,248,340094,120,9548,12,2
574808000000000.0,832,404,218001,301149,230,340305,68,4907,188,22
574808000000000.0,837,404,218032,301302,205,340502,52,1563,18,4
554656000000000.0,838,404,225364,308661,7416,340558,57,3590,1672,76
