voting_power,total_ballots,total_proposals,total_dust_accounts,total_funded_accounts,funded_accounts,total_accounts,cleared_accounts,n_tx,n_ops_failed,n_calls
693990068367725.0,4122,1558,635750,2182907,717,2924947,192,62961,8716,56816
693990068367725.0,4122,1566,635959,2183231,643,2925654,319,155662,2849,50632
693990068367725.0,4122,1574,636136,2183415,504,2926202,320,51786,2039,46168
693990068367725.0,4122,1580,636269,2183675,493,2926938,233,85680,2445,49393
693990068367725.0,4122,1589,636559,2184275,717,2933930,117,141348,2525,63440
693990068367725.0,4122,1593,636799,2184889,750,2935865,136,62363,3802,51251
693990068367725.0,4122,1600,637051,2185408,757,2937106,238,89501,3456,51374
693990068367725.0,4122,1611,637348,2185824,772,2938381,356,124924,6856,52281
693990068367725.0,4122,1616,637662,2186229,783,2939425,378,71056,8252,47458
694608566032617.0,4133,1621,637854,2186734,761,2940346,256,84354,4572,45370
694608566032617.0,4144,1621,638110,2187463,856,2941194,127,114852,3862,46455
694608566032617.0,4163,1621,638311,2187928,577,2941912,112,55433,5007,49919
694608566032617.0,4171,1621,638530,2188502,689,2942826,115,157964,11041,54096
694608566032617.0,4176,1621,638796,2189054,668,2943574,116,71106,12375,56108
694608566032617.0,4179,1621,639001,2189699,757,2944437,112,60905,7979,51429
694608566032617.0,4188,1621,639144,2190199,632,2945298,132,150429,5805,49961
694608566032617.0,4195,1621,639646,2190660,564,2946374,103,57781,6764,46077
694608566032617.0,4199,1621,639768,2191107,546,2947066,99,58120,6238,52458
694608566032617.0,4204,1621,640018,2191734,772,2947832,145,170270,10869,58470
694608566032617.0,4210,1621,640254,2192330,727,2948749,131,57252,5870,52430
694608566032617.0,4224,1621,640528,2193822,1628,2950515,136,57882,6555,51602
694608566032617.0,4252,1621,640741,2195286,1594,2952200,130,157615,4561,50805
694608566032617.0,4258,1621,641024,2196719,1602,2954018,169,64382,9785,56351
0.0,4263,1621,641264,2197331,753,2955065,141,50011,3830,43616
0.0,4263,1621,641617,2197887,644,2956019,88,87193,6120,45618
0.0,4263,1621,641872,2198438,685,2956829,134,131858,5197,59640
0.0,4263,1621,642147,2199073,818,2957590,183,89036,19941,55005
0.0,4263,1621,642739,2200073,1200,2958795,200,139031,19658,55816
0.0,4263,1621,644810,2212191,12315,2971088,197,78588,14833,53825
0.0,4263,1621,648583,2224784,12751,2984157,158,168033,11926,59520
0.0,4263,1621,653281,2237544,12887,2997533,127,78382,7267,54170
0.0,4263,1621,656830,2238950,1576,3000362,170,72940,10442,60162
0.0,4263,1621,659000,2241035,2273,3002677,188,147638,13863,95040
0.0,4263,1621,661343,2242116,1236,3003914,155,151197,2615,73918
0.0,4263,1621,662882,2243260,1284,3005198,140,88198,12444,76803
0.0,4263,1621,663942,2244179,1225,3007059,306,177369,9297,73410
0.0,4263,1621,664989,2244994,956,3008191,141,92266,7859,75385
0.0,4263,1621,665524,2245737,863,3009506,120,62628,5112,57508
720970532398938.0,4278,1621,665933,2246778,1192,3010960,151,149267,5965,56839
720970532398938.0,4303,1621,666891,2248824,2261,3017974,215,95871,7978,74249
720970532398938.0,4313,1621,667599,2251156,2477,3022741,145,71808,6370,60095
720970532398938.0,4322,1621,667978,2252053,1068,3024372,171,165427,10503,60831
720970532398938.0,4327,1621,668645,2253033,1119,3025951,139,65621,5812,54321
720970532398938.0,4340,1621,668942,2253633,789,3027359,189,60027,3974,54390
720970532398938.0,4342,1621,669306,2254230,726,3028427,129,142270,3933,49593
720970532398938.0,4346,1621,669549,2254831,718,3029638,117,74138,5108,57522
720970532398938.0,4348,1621,669785,2255467,781,3030866,145,77550,8747,58696
720970532398938.0,4351,1621,670063,2256080,1014,3032195,401,153569,6759,56299
720970532398938.0,4369,1621,670409,2257231,1348,3033896,197,81047,13850,71071
720970532398938.0,4373,1621,670709,2258018,994,3035073,207,82199,7735,52664
720970532398938.0,4380,1621,671418,2259219,1343,3039155,142,143601,7818,58771
720970532398938.0,4412,1621,671861,2260070,950,3040356,99,56513,4887,47673
0.0,4422,1621,672496,2260607,687,3041105,150,137128,5643,45091
0.0,4422,1621,672985,2261542,1155,3042486,220,61729,2974,50177
0.0,4422,1621,673341,2262273,857,3043629,126,65463,4459,51005
0.0,4422,1621,673635,2262812,704,3044459,165,152479,4103,50292
0.0,4422,1621,674093,2263632,965,3045685,145,77894,5031,57139
0.0,4422,1621,674358,2264375,919,3046833,176,58812,5276,53829
0.0,4422,1621,674702,2264896,654,3047748,133,143939,2319,43785
0.0,4422,1621,674836,2265330,545,3048306,111,48244,1829,43351
0.0,4422,1621,675091,2266163,1018,3049610,185,60622,5026,50384
0.0,4422,1621,675594,2267146,1233,3051027,250,167225,5942,55018
0.0,4422,1621,675792,2269466,2466,3053670,146,62843,3569,51583
0.0,4422,1621,675994,2271062,1801,3055529,205,64272,3858,54988
0.0,4422,1621,676816,2273013,2139,3134227,188,350520,8605,238312
0.0,4422,1621,678731,2276318,3455,3325367,150,456903,5759,444818
0.0,4422,1621,679795,2278190,2024,3581957,152,569511,2939,564189
728170141100515.0,4422,1621,681051,2280134,2065,3742618,121,470207,9421,375338
728170141100515.0,4422,1621,682552,2282184,2204,3899239,154,385790,8547,373155
728170141100515.0,4422,1621,683617,2284017,1947,3931805,114,151688,7444,139420
728170141100515.0,4422,1621,684163,2284816,2221,3933460,1422,179890,12093,78311
728170141100515.0,4422,1621,684780,2285829,1209,3934761,196,84888,6066,75656
728170141100515.0,4422,1621,685630,2287116,1378,3935590,91,82589,3975,66177
728170141100515.0,4422,1621,685919,2287853,851,3936379,114,161877,4773,54589
728170141100515.0,4422,1621,686286,2288998,1248,3937478,103,70585,3011,58397
728170141100515.0,4422,1621,686646,2289838,969,3938304,129,80661,4624,54149
728170141100515.0,4422,1621,687070,2292875,3231,3941461,194,148459,12226,60393
728170141100515.0,4422,1621,687597,2294227,1522,3942810,170,62008,7163,54936
728170141100515.0,4422,1621,688083,2295967,1902,3944486,162,148022,8374,54847
728170141100515.0,4422,1621,688443,2297078,1246,3945598,135,85419,4788,58046
728170141100515.0,4422,1621,688606,2298025,1103,3946708,156,58309,11437,53627
726520128977188.0,4422,1621,688856,2298829,919,3947534,115,161332,3603,63513
726520128977188.0,4422,1621,689259,2299933,1228,3949116,124,85837,20871,63011
726520128977188.0,4422,1621,689467,2300686,887,3950321,134,71719,2979,63580
726520128977188.0,4422,1621,705727,2301820,1248,3951567,114,120967,4535,64748
726520128977188.0,4422,1621,734836,2302615,916,3952683,121,179688,2647,63373
726520128977188.0,4422,1621,735086,2303521,1018,3953773,112,60793,4203,57375
726520128977188.0,4422,1621,735408,2304481,1084,3954800,124,157244,3248,61998
726520128977188.0,4422,1621,735759,2305541,1221,3956045,161,86471,8766,71378
726520128977188.0,4422,1621,736011,2306703,1404,3958312,242,83927,8418,67654
726520128977188.0,4422,1621,736256,2307543,988,3959946,148,179884,7728,64643
726520128977188.0,4422,1621,736662,2308457,1068,3961909,154,78083,7569,71108
726520128977188.0,4422,1621,739665,2309516,1287,3965296,228,82640,5838,74586
726520128977188.0,4422,1621,740001,2310525,1200,3967806,191,178090,15945,70580
726520128977188.0,4422,1621,740156,2311875,1565,3969568,215,71470,7195,65690
726520128977188.0,4422,1621,740668,2312571,872,3971668,176,80393,4742,69623
728438815249581.0,4422,1638,740914,2313413,999,3972892,157,175253,7308,69583
728438815249581.0,4422,1649,741156,2314105,873,3974052,181,73798,7624,65955
728438815249581.0,4422,1653,741724,2316393,2527,3976638,239,130435,33306,88000
728438815249581.0,4422,1667,743201,2319754,3580,3980267,219,165512,16975,82492
728438815249581.0,4422,1677,743886,2321611,2114,3982437,257,96449,16259,80092
728438815249581.0,4422,1681,744261,2322676,1261,3983851,196,160643,5374,60443
728438815249581.0,4422,1687,744637,2324998,2496,3986611,174,86823,5410,60141
728438815249581.0,4422,1698,745001,2325751,947,3987784,194,64422,8452,58486
728438815249581.0,4422,1707,745348,2326503,948,3988882,196,110249,5818,65682
728438815249581.0,4422,1711,745794,2326791,1486,3990499,1198,151453,6324,66337
728438815249581.0,4422,1718,746072,2327421,780,3991493,150,65144,4937,58403
728438815249581.0,4422,1720,746348,2328007,742,3992398,156,151212,4667,58371
728438815249581.0,4422,1728,746761,2328765,924,3993384,166,72249,5494,54783
728438815249581.0,4422,1738,747192,2329939,1438,3994941,264,71200,6469,57230
723962964719045.0,4440,1743,747509,2330586,851,3995846,204,165933,2118,57628
723962964719045.0,4442,1743,747841,2331451,1045,3996887,180,80357,8602,57455
723962964719045.0,4455,1743,748260,2332071,824,3997676,204,65094,7231,60037
723962964719045.0,4464,1743,748531,2332599,702,3998586,174,157895,4922,53524
723962964719045.0,4469,1743,748902,2333185,734,3999507,148,61880,3712,52036
723962964719045.0,4473,1743,749256,2333980,1001,4000625,206,78114,5057,71271
723962964719045.0,4476,1743,749557,2334540,747,4001445,187,171582,4533,65623
723962964719045.0,4484,1743,749942,2335082,702,4002283,160,76107,3332,60112
723962964719045.0,4493,1743,750251,2335887,984,4003415,179,76473,5942,53647
723962964719045.0,4511,1743,750525,2336487,781,4004390,181,157156,10833,60722
723962964719045.0,4518,1743,750852,2337646,1289,4005836,130,61727,3299,57069
723962964719045.0,4534,1743,751133,2338838,1348,4007614,156,77112,1641,45570
723962964719045.0,4559,1743,751398,2339337,661,4008495,162,67982,2666,46892
723962964719045.0,4588,1743,751726,2340292,1125,4009878,170,117558,5156,48224
0.0,4605,1743,752137,2340588,1097,4011067,801,150199,4041,51707
0.0,4605,1743,752513,2340894,761,4011901,455,76736,4661,55511
0.0,4605,1743,752778,2341487,751,4012859,158,63123,7709,54534
0.0,4605,1743,752972,2341941,694,4013801,240,148580,3796,46689
0.0,4605,1743,753208,2342442,867,4014911,366,46594,2916,40263
0.0,4605,1743,753440,2342769,626,4015796,299,53087,2689,43597
0.0,4605,1743,753633,2343223,676,4016752,222,147736,6465,47591
0.0,4605,1743,753851,2343751,708,4017668,180,68994,4891,48534
0.0,4605,1743,754181,2344350,1106,4018826,507,64267,19676,53302
0.0,4605,1743,754581,2345026,990,4019983,314,164095,10477,58195
0.0,4605,1743,754774,2345588,733,4020862,171,71448,6753,55842
0.0,4605,1743,754914,2346012,551,4021445,127,46916,5766,42050
0.0,4605,1743,755059,2346454,562,4022047,120,84164,1944,36347
0.0,4605,1743,755274,2346913,643,4022716,184,113360,3053,42699
0.0,4605,1743,755517,2347809,1029,4023911,133,57137,3742,52909
722090075850278.0,4641,1743,755684,2348170,603,4024659,242,157704,4014,45217
722090075850278.0,4663,1743,755897,2348666,610,4025533,114,48007,2948,42588
722090075850278.0,4674,1743,756400,2349959,1430,4062931,137,189602,6590,97734
722090075850278.0,4694,1743,756676,2350667,808,4081969,100,94958,3026,66534
722090075850278.0,4702,1743,756783,2351210,670,4091470,127,71822,2090,67828
722090075850278.0,4714,1743,757015,2351807,710,4094372,113,82795,2591,49652
722090075850278.0,4722,1743,757246,2352330,676,4095259,153,124552,2764,42764
722090075850278.0,4732,1743,757418,2352747,570,4096102,153,54067,4174,42035
722090075850278.0,4738,1743,757633,2353271,674,4096969,150,146690,5173,44176
722090075850278.0,4745,1743,757849,2353836,700,4097792,135,64795,7897,46893
722090075850278.0,4752,1743,758059,2354452,757,4098592,141,43569,4890,36615
722090075850278.0,4764,1743,758218,2355006,669,4099283,115,136607,5282,39911
722090075850278.0,4769,1743,758494,2355647,804,4100268,163,62316,5220,41835
722090075850278.0,4776,1743,758771,2356970,1478,4102365,155,52650,9922,44747
0.0,4777,1743,759029,2357764,961,4103457,167,151378,7071,38364
0.0,4777,1743,759257,2358400,765,4104383,129,44537,3409,39139
0.0,4777,1743,759543,2359035,769,4119384,134,90751,3268,83033
0.0,4777,1743,759855,2359723,821,4144203,133,149735,3811,101278
0.0,4777,1743,760189,2360534,955,4160628,144,160401,4298,91913
0.0,4777,1743,760472,2361287,916,4164088,163,66883,3937,56184
0.0,4777,1743,760722,2361910,787,4165043,164,149080,2590,39273
0.0,4777,1743,761010,2362708,941,4166132,143,41210,4550,35976
0.0,4777,1743,761249,2363360,784,4167084,132,62694,2934,35058
0.0,4777,1743,761650,2364161,930,4168180,129,118176,2743,36801
0.0,4777,1743,761771,2364628,605,4168923,138,36775,2091,32389
0.0,4777,1743,761908,2365198,689,4169654,119,67382,1563,32010
0.0,4777,1743,762034,2366339,1276,4170584,135,126369,2043,36176
0.0,4777,1743,762182,2367003,818,4171327,154,46524,1076,37222
694010443707551.0,4777,1743,762273,2367709,818,4172413,112,66282,2804,40608
694010443707551.0,4777,1743,762479,2368243,680,4173405,146,117722,1315,38495
694010443707551.0,4777,1743,762721,2369033,912,4183847,122,164045,741,96936
694010443707551.0,4777,1743,762975,2368820,737,4207662,950,174906,1043,89074
694010443707551.0,4777,1743,763179,2369708,1025,4262985,137,125460,474,118993
694010443707551.0,4777,1743,763419,2370307,844,4272163,245,89706,1325,58659
694010443707551.0,4777,1743,763676,2371055,881,4272814,133,84489,788,44666
694010443707551.0,4777,1745,763965,2371784,859,4273713,130,128610,1314,42107
694010443707551.0,4777,1746,764245,2372377,765,4274487,172,55191,1825,39100
694010443707551.0,4777,1746,764458,2372855,773,4275431,295,141993,1340,36658
694010443707551.0,4777,1746,764520,2373247,522,4276182,130,56550,515,29140
694010443707551.0,4777,1746,764679,2373690,572,4276806,129,36048,609,31351
694010443707551.0,4777,1747,764823,2374172,631,4277563,149,117966,1140,32268
694010443707551.0,4777,1747,765050,2374724,714,4278401,162,61408,1636,35674
694010443707551.0,4777,1750,765168,2375239,639,4279183,124,54880,953,36670
695165609038513.0,4777,1767,765305,2375931,820,4280218,128,144277,825,52382
695165609038513.0,4777,1792,765504,2376400,604,4281083,135,56467,1560,36762
695165609038513.0,4777,1800,765609,2376867,562,4282274,95,39015,346,32111
695165609038513.0,4777,1805,765639,2377299,532,4282967,100,127688,651,30794
695165609038513.0,4777,1806,767863,2380683,3513,4286626,129,48827,613,34916
695165609038513.0,4777,1814,768380,2381756,1215,4287923,142,64445,891,34612
695165609038513.0,4777,1818,768815,2383108,1500,4289555,148,126521,1478,35033
695165609038513.0,4777,1823,769341,2383975,988,4290646,121,58835,1207,34493
695165609038513.0,4777,1831,769829,2384753,898,4291687,120,56025,1866,34969
695165609038513.0,4777,1833,770289,2385440,782,4292644,95,99786,1746,31569
695165609038513.0,4777,1836,770716,2386124,796,4293595,112,56862,1618,31428
695165609038513.0,4777,1840,771156,2386396,914,4294697,642,126337,2437,35227
695165609038513.0,4777,1843,771579,2386478,880,4295667,798,60696,1599,48967
695165609038513.0,4777,1849,772003,2387205,860,4296619,133,62608,3375,42535
694041200520077.0,4792,1850,772351,2387859,783,4297547,129,148379,2495,36985
694041200520077.0,4805,1850,772737,2388591,857,4305149,125,103071,1266,90151
694041200520077.0,4827,1850,773256,2389407,924,4329931,108,135708,1334,122637
694041200520077.0,4834,1850,773585,2390001,699,4335812,105,117469,1684,90713
694041200520077.0,4839,1850,773931,2390623,766,4338096,144,136790,3652,60448
694041200520077.0,4844,1850,774410,2391445,962,4339047,140,59375,2658,41295
694041200520077.0,4849,1850,774741,2392159,835,4339993,121,135839,1601,42067
694041200520077.0,4855,1850,775482,2393192,1164,4340841,131,54972,2855,42125
694041200520077.0,4858,1850,775863,2394131,1060,4348949,121,132305,2263,114590
694041200520077.0,4863,1850,776149,2394777,764,4375359,118,201421,2778,112313
694041200520077.0,4868,1850,776499,2395398,731,4384514,110,93904,2293,84223
694041200520077.0,4872,1850,777031,2396028,779,4387923,149,84020,3221,58834
694041200520077.0,4885,1850,777478,2396997,1177,4389320,208,134543,3680,43152
694041200520077.0,4903,1850,779334,2401169,4354,4392982,182,69837,2082,42039
0.0,4926,1850,779679,2402020,1157,4394213,306,80716,3076,43172
0.0,4926,1850,779955,2402243,691,4394997,468,136642,1542,55642
0.0,4926,1850,780165,2402334,545,4395693,454,54885,939,36998
0.0,4926,1850,780404,2402533,564,4396445,365,60038,651,35749
0.0,4926,1850,780630,2403002,572,4397186,103,57920,672,35144
0.0,4926,1850,780837,2403550,673,4397930,125,125883,1908,38867
0.0,4926,1850,781032,2404047,635,4398713,138,131065,1384,37534
0.0,4926,1850,781222,2404565,646,4399636,128,46361,1095,35933
0.0,4926,1850,781449,2405116,690,4405232,139,119934,1264,103656
0.0,4926,1850,781641,2405605,580,4411337,91,135131,755,96571
0.0,4926,1850,781820,2406218,717,4415763,104,151848,208,83313
0.0,4926,1850,782052,2406764,656,4417571,110,75979,1279,54341
0.0,4926,1850,782277,2407415,757,4418451,106,77713,673,41633
0.0,4926,1850,782477,2408079,802,4419381,138,114432,6209,42242
0.0,4926,1850,782653,2408967,1000,4420617,112,57712,1365,39010
670012452517970.0,4973,1850,782907,2409593,769,4424726,143,178015,904,86117
670012452517970.0,4979,1850,783102,2410532,1035,4428880,96,104355,870,94439
670012452517970.0,4992,1850,783332,2411145,708,4433803,95,110469,1197,93433
670012452517970.0,5000,1850,783843,2412204,1182,4436148,123,169002,951,59505
670012452517970.0,5006,1850,784083,2413298,1221,4437451,127,53473,839,40759
670012452517970.0,5018,1850,784305,2414228,1055,4438632,125,50515,1336,41224
670012452517970.0,5026,1850,784494,2415110,1108,4439611,226,131185,2130,39383
670012452517970.0,5031,1850,784766,2415886,883,4443141,107,147668,585,121980
670012452517970.0,5033,1850,784963,2416767,985,4446854,104,124981,820,101421
670012452517970.0,5035,1850,785197,2417706,1073,4450250,134,176825,709,91707
670012452517970.0,5047,1850,785552,2418717,1159,4452194,148,72225,2383,59455
670012452517970.0,5058,1850,785767,2419709,1126,4453608,134,67983,1768,39228
670012452517970.0,5070,1850,786036,2421003,1447,4455331,153,125239,483,37938
670012452517970.0,5074,1850,786282,2421999,1144,4456825,148,47963,1046,37206
0.0,5077,1850,786463,2422783,1017,4458158,233,124013,946,36250
0.0,5077,1850,789622,2423014,1090,4459571,859,53556,5896,36907
0.0,5077,1850,789839,2423720,1001,4460819,295,38255,501,31415
0.0,5077,1850,790053,2424641,1323,4462466,402,155680,1054,35051
0.0,5077,1850,790267,2425336,1002,4463867,307,44049,1056,36294
0.0,5077,1850,790407,2425736,927,4465083,527,54948,2033,37606
0.0,5077,1850,790621,2425945,768,4466371,559,132554,2037,36404
0.0,5077,1850,790795,2426308,779,4469521,416,96608,835,75461
0.0,5077,1850,791021,2426699,617,4473716,226,74417,459,67533
0.0,5077,1850,791193,2426953,470,4476662,216,169120,529,70575
0.0,5077,1850,791304,2427214,603,4478357,342,53324,1100,46250
0.0,5077,1850,791470,2427538,667,4479225,343,55621,868,38034
0.0,5077,1850,792124,2428222,1114,4480077,430,143812,1704,40655
0.0,5077,1850,792302,2428371,592,4480936,443,59396,714,49884
0.0,5077,1850,792509,2428524,555,4481778,402,44426,599,34216
676028124698627.0,5077,1850,792633,2428627,482,4482529,379,39576,963,29308
676028124698627.0,5077,1850,792785,2428680,480,4483125,427,107924,767,32418
676028124698627.0,5077,1850,792964,2428838,584,4483943,426,68030,1586,35797
676028124698627.0,5077,1850,793158,2429029,630,4484739,439,149679,1269,38123
