name,contract_address,tokenId,supply,creators,transfersCount,accountName,accountAddress
QUBE#19,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139140,10000,['tz1b82Pm1SdqmTHoHgoUVawq4hUyukRqUBYt'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
CACTIX appc,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140062,10000,['tz1ZZsdkk5s58Fg4YyZcYdTYJHo5zSRBd5kw'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
TABLET DATA EXTRACTION,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139513,10000,['tz1hjCbJceN27ULNMCUCzA4AjyFC5FpGcpQD'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
HEN thousand,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139778,10000,['tz2CJsbEKqLja9PvFDNjCRqp1ptnsaDrUGkE'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Dry Stem Drop Study - HENthousand edition,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139646,10000,['tz1h8CPQyhLvJWEgSjJPNvVZSQBeG1betFXh'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
AURAS - jjjohn karel tribute 006,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139299,10,['tz1NfFDUcJ4rssf9HuuKjYJDBrRzq5SpvmNu'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Tezdonut #71 (HEN10K),KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140232,10000,['tz2DwheXFyyXs3CkruSpkkEnqYb7yWkhnneC'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
Fluid Mass,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,140083,10000,['tz1Ym9Ued9v2N2wwsrtQ52HRGGn7qDmzuUZU'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
DiverseNftArt Patron Stamp #1.2,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139931,50,['tz1SnBug618LfchQZqvkJXJqyKLng7GpHjNs'],2,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
CryptoCoaster,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139183,10000,['tz1M9AUCK33B5zaH3fiuuUi6BnDse9EYgu3g'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
DiverseNftArt Patron Stamp #1.1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139911,50,['tz1SnBug618LfchQZqvkJXJqyKLng7GpHjNs'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
DiverseNftArt Patron Stamp #1.3,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139947,50,['tz1SnBug618LfchQZqvkJXJqyKLng7GpHjNs'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
descending into my mind ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,139906,10000,['tz1dFqJciFqa7QLBGCBqrXZu7WkL99sDDb5x'],1,jjjjjohn,tz1gqaKjfQBhUMCE6LhbkpuittRiWv5Z6w38
