name,contract_address,tokenId,supply,creators,transfersCount,accountName,accountAddress
3x3,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,17795,50,['tz1YZ4VZCRPoiDyGP3U69jCq2S8duDUcRjHP'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Martina,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,17461,20,['tz2G5SBeAJVbiE1icji3P59Lx8EvcwMLEHp3'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Geo,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,6900,100,['tz1QG4n7TnBvSdG7DZC6eh9XxhYQ5VLenPwW'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
SELF-PORTRAIT IN A CONVEX MIRROR ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,22712,100,['tz2G5SBeAJVbiE1icji3P59Lx8EvcwMLEHp3'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Atoms,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,22724,5,['tz1fUmgqttdH9eJ17FRdyeTSZ7eLBDajRN1Q'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
MAGNOLIA_05,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,7599,10,['tz1V84gmD8MsmLuCfT9M1LDaTjpJb4eAejvM'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
〇,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,23994,100,['tz2VN3fWzqHE44F6zedJB7UtALKEh5WhqAJJ'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Glitch Bird No. 1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,21886,10,['tz1VgpmwW66LCbskjudK54Zp96vKn2cHjpGN'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Eye?? Name: The eye I,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,25376,10,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Eye?? Name: The eye II,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,25380,10,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],3,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Eye?? Name: The eye III,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,25384,10,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Reception in the Park ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,25464,10,['tz1hA8fvrFV9XbA1Z4BekjLZKthDdobv3AKF'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Chromatic Deviation,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,9621,25,['tz1UGyAoGWTmdZKLGkPSPrR11MvrNKxYr2sg'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
NEON PUNK ADAM,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,26676,50,['tz2Hz4TVJZjoQVks4SfWgt38RfZTmrHmVH62'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Art is Over! (If You Want it),KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,27225,500,['tz1hb9PiWxQEf6J9xevPsUM6dkuCLnhDMvsp'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
"Fragments from The Cross, Vol. 2",KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,29489,125,['tz1YJvMiZyXnzvV9pxtAiuCFvaG7XoBZhbUQ'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
The Red Planet,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,29927,10,['tz2VN3fWzqHE44F6zedJB7UtALKEh5WhqAJJ'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative MomentO | Name: A,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,30997,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative MomentO | Name: B,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,30999,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Balkocc as a being,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,31481,50,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],5,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
The Wallpaper is Watching I,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,30342,100,['tz1hb9PiWxQEf6J9xevPsUM6dkuCLnhDMvsp'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Balkocc as a being,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,31547,50,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],3,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Black is the color (of my rhythm),KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,29331,8,['tz1XZUrksJeiAepsn3v7dgBNWouwfdev63Ss'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Stripes Loop 1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,32767,50,['tz1iw3iRSdANk5LKLgYbQQwPTpAZwgH1A1tQ'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Nikola Tesla,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,33225,333,['tz1Urq3uyKnJirZ3NH7VPPX7P7QQ7DMmfrHs'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Spring Trailer | Tsvëtte I,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,34078,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Spring Trailer | Tsvëtte II,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,34094,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Spring Trailer | Tsvëtte III,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,34101,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Collection: Generative Spring Trailer | Tsvëtte IV,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,34104,1,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
DANCING RECTS 01,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,10583,15,['tz1V84gmD8MsmLuCfT9M1LDaTjpJb4eAejvM'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Take as directed.,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,33641,10,['tz1gLHXnrTxL3LihtZ9jmTQhkmBv5xGid15T'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
ICOSAHEDRON,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,33830,20,['tz2VN3fWzqHE44F6zedJB7UtALKEh5WhqAJJ'],2,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Cyclops SMall DOlls,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,23772,100,['tz1a1L6vroYFXEwLn6A23woo8ae2EgA5QfSy'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
Cloud Spin,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,23564,5,['tz1h7sQhBdKfiiAYXvtTFNPocFG92b47K94Y'],1,Iskra Velitchkova,tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD
